name,status-code,payload-size-bytes,processing-time-seconds,elapsed-time-seconds,action-time-start,action-time-end,action-total-seconds,worker,cycle
sending-info-to-central,200,449,0.4464151859283447,0.423681,1713190140.2522178,1713190140.698633,0.44642,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,1.6292295455932617,1.581081,1713190150.2529438,1713190151.8821733,1.62923,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.41016507148742676,0.389148,1713190160.2523248,1713190160.66249,0.41017,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.5138225555419922,0.487424,1713190170.2527301,1713190170.7665527,0.51382,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.5960445404052734,0.572794,1713190180.2527761,1713190180.8488207,0.59604,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.3348226547241211,0.307188,1713190190.2531898,1713190190.5880125,0.33482,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.5465989112854004,0.527488,1713190200.2523313,1713190200.7989302,0.5466,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.335646390914917,0.313738,1713190210.252373,1713190210.5880194,0.33565,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,1.0166633129119873,0.973671,1713190220.281644,1713190221.2983074,1.01666,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.7047722339630127,0.642166,1713190230.2730002,1713190230.9777725,0.70477,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.7123386859893799,0.656076,1713190240.4472172,1713190241.159556,0.71234,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.8299129009246826,0.762076,1713190250.272451,1713190251.1023638,0.82991,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.5980596542358398,0.552038,1713190260.272243,1713190260.8703027,0.59806,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.6928589344024658,0.65436,1713190270.2884932,1713190270.981352,0.69286,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.5346980094909668,0.502539,1713190280.6750965,1713190281.2097945,0.5347,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.9415240287780762,0.91283,1713190290.253937,1713190291.195461,0.94152,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,447,0.6313307285308838,0.603829,1713190300.2533479,1713190300.8846786,0.63133,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,447,0.5389740467071533,0.51882,1713190310.2523713,1713190310.7913454,0.53897,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,447,0.6086692810058594,0.589585,1713190320.252308,1713190320.8609772,0.60867,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-update-to-central,200,311,1.4972929954528809,1.216394,1713190330.25903,1713190331.756323,1.49729,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,447,2.260418653488159,2.227119,1713190330.2554717,1713190332.5158904,2.26042,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,447,0.8057703971862793,0.780014,1713190340.2528005,1713190341.0585709,0.80577,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,447,0.5453903675079346,0.523415,1713190350.2527366,1713190350.798127,0.54539,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,447,0.5834381580352783,0.522536,1713190360.2530043,1713190360.8364425,0.58344,0f6c6657-b591-4523-935d-1abd09835f5e,2
sending-info-to-central,200,450,0.5620746612548828,0.499159,1713190370.2527924,1713190370.814867,0.56207,0f6c6657-b591-4523-935d-1abd09835f5e,2
sending-info-to-central,200,450,0.9659206867218018,0.942253,1713190380.2531965,1713190381.2191172,0.96592,0f6c6657-b591-4523-935d-1abd09835f5e,2
sending-info-to-central,200,450,0.5163571834564209,0.492732,1713190390.2530234,1713190390.7693806,0.51636,0f6c6657-b591-4523-935d-1abd09835f5e,2
sending-info-to-central,200,450,0.6617069244384766,0.636749,1713190400.2526262,1713190400.914333,0.66171,0f6c6657-b591-4523-935d-1abd09835f5e,2
sending-info-to-central,200,450,0.5410404205322266,0.517615,1713190410.2523415,1713190410.793382,0.54104,0f6c6657-b591-4523-935d-1abd09835f5e,2
