name,epochs,batches,average-batch-size,action-time-start,action-time-end,action-total-seconds,worker,cycle
logistic-regression-testing,0,313,63.89776357827476,1713191561.9132578,1713191563.4513938,1.53814,af5b7dae-cb38-4c82-994d-4e8b8c198a27,5
logistic-regression-evaluation,0,782,63.9386189258312,1713191563.5709836,1713191567.7668898,4.19591,af5b7dae-cb38-4c82-994d-4e8b8c198a27,5
logistic-regression-training,10,5,360000.0,1713190214.3484464,1713190287.8071194,73.45867,d23a4790-2964-4b15-99ec-eee56d5c60bd,1
logistic-regression-testing,0,313,63.89776357827476,1713190287.916958,1713190289.6380951,1.72114,d23a4790-2964-4b15-99ec-eee56d5c60bd,1
logistic-regression-evaluation,0,782,63.9386189258312,1713190289.8095493,1713190294.4307222,4.62117,d23a4790-2964-4b15-99ec-eee56d5c60bd,1
logistic-regression-training,10,5,360000.0,1713190510.8391788,1713190584.9947417,74.15556,d23a4790-2964-4b15-99ec-eee56d5c60bd,2
logistic-regression-testing,0,313,63.89776357827476,1713190585.1062028,1713190586.7000513,1.59385,d23a4790-2964-4b15-99ec-eee56d5c60bd,2
logistic-regression-evaluation,0,782,63.9386189258312,1713190586.8120255,1713190590.722645,3.91062,d23a4790-2964-4b15-99ec-eee56d5c60bd,2
logistic-regression-training,10,5,360000.0,1713190811.0663478,1713190898.5477111,87.48136,d23a4790-2964-4b15-99ec-eee56d5c60bd,3
logistic-regression-testing,0,313,63.89776357827476,1713190898.5947487,1713190900.923872,2.32912,d23a4790-2964-4b15-99ec-eee56d5c60bd,3
logistic-regression-evaluation,0,782,63.9386189258312,1713190901.1074371,1713190906.039815,4.93238,d23a4790-2964-4b15-99ec-eee56d5c60bd,3
logistic-regression-training,10,5,360000.0,1713191110.9909568,1713191200.197392,89.20644,d23a4790-2964-4b15-99ec-eee56d5c60bd,4
logistic-regression-testing,0,313,63.89776357827476,1713191200.2797399,1713191202.8393705,2.55963,d23a4790-2964-4b15-99ec-eee56d5c60bd,4
logistic-regression-evaluation,0,782,63.9386189258312,1713191203.0065727,1713191207.3581579,4.35159,d23a4790-2964-4b15-99ec-eee56d5c60bd,4
logistic-regression-training,10,5,360000.0,1713191470.9918048,1713191559.2107375,88.21893,d23a4790-2964-4b15-99ec-eee56d5c60bd,5
logistic-regression-testing,0,313,63.89776357827476,1713191559.3270462,1713191561.67631,2.34926,d23a4790-2964-4b15-99ec-eee56d5c60bd,5
logistic-regression-evaluation,0,782,63.9386189258312,1713191561.7992449,1713191565.523552,3.72431,d23a4790-2964-4b15-99ec-eee56d5c60bd,5
