name,date,time,cpu-percent,ram-resident-set-size-bytes,ram-virtual-memory-size-bytes,ram-shared-memory-bytes,ram-code-segment-size-bytes,ram-data-segment-size-bytes,ram-library-size-bytes,ram-dirty-pages-bytes,ram-unique-set-size-bytes,disk-read-bytes,disk-write-bytes,disk-read-characters-bytes,disk-write-characters-bytes,worker,cycle
server,2024-04-15-14:09:45.371831,1713190185.3718944,0.0,481103872,2355871744,133824512,4096,1081450496,0,0,348676096,26894336,81920,55141186,18493,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:09:50.381572,1713190190.3816485,19.2,481103872,2355871744,133824512,4096,1081450496,0,0,348676096,26894336,81920,55142961,18561,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:09:55.371879,1713190195.3719535,0.0,481103872,2355871744,133824512,4096,1081450496,0,0,348676096,26894336,86016,55144736,18637,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:10:00.374951,1713190200.3750093,10.0,481103872,2355871744,133824512,4096,1081450496,0,0,348676096,26894336,86016,55146511,18705,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:10:05.378393,1713190205.3784604,0.0,481103872,2355871744,133824512,4096,1081450496,0,0,348676096,26894336,86016,55148286,18781,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:10:10.406741,1713190210.406828,79.1,481103872,2355871744,133824512,4096,1081450496,0,0,348684288,26894336,90112,55150236,19063,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:10:15.642811,1713190215.6429088,99.5,522956800,2392600576,138543104,4096,1118154752,0,0,385880064,29999104,6262784,74325215,6183195,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:10:20.487660,1713190220.487744,98.6,528269312,2392600576,143785984,4096,1118154752,0,0,385937408,29999104,6262784,74326994,6183263,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:10:25.457312,1713190225.4574208,87.9,529711104,2393649152,144179200,4096,1119203328,0,0,387047424,29999104,6262784,74328773,6183424,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:10:30.431469,1713190230.431569,104.3,529711104,2393649152,144179200,4096,1119203328,0,0,387047424,29999104,6266880,74330552,6183577,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:10:35.652545,1713190235.6526287,114.2,529711104,2393649152,144179200,4096,1119203328,0,0,387047424,29999104,6266880,74332331,6183653,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:10:40.627724,1713190240.6278248,81.3,529711104,2393649152,144179200,4096,1119203328,0,0,387047424,29999104,6266880,74334110,6183879,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:10:45.856937,1713190245.857019,102.3,529711104,2393649152,144179200,4096,1119203328,0,0,387080192,29999104,6266880,74335889,6184040,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:10:50.598804,1713190250.5989466,107.5,529711104,2393649152,144179200,4096,1119203328,0,0,387080192,29999104,6270976,74337668,6184262,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:10:55.571495,1713190255.571592,98.4,529711104,2393649152,144179200,4096,1119203328,0,0,387080192,29999104,6270976,74339447,6184338,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:11:00.553216,1713190260.5532932,103.2,529711104,2393649152,144179200,4096,1119203328,0,0,387092480,29999104,6270976,74341226,6184491,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:11:05.887875,1713190265.8879793,91.5,529711104,2393649152,144179200,4096,1119203328,0,0,387092480,29999104,6270976,74343005,6184652,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:11:10.466087,1713190270.4661663,96.2,529711104,2393649152,144179200,4096,1119203328,0,0,387096576,29999104,6275072,74344784,6184952,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:11:15.796696,1713190275.796782,32.7,529711104,2393649152,144179200,4096,1119203328,0,0,387096576,29999104,6275072,74346566,6185113,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:11:20.814934,1713190280.8150084,119.5,529711104,2393649152,144179200,4096,1119203328,0,0,387096576,29999104,6275072,74348348,6185266,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:11:25.534339,1713190285.534442,98.8,529711104,2393649152,144179200,4096,1119203328,0,0,387096576,29999104,6275072,74350130,6185342,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:11:30.419667,1713190290.4197586,94.4,530104320,2393649152,144441344,4096,1119211520,0,0,387133440,29999104,6279168,74351912,6185566,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:11:35.371877,1713190295.3719394,0.0,530104320,2393649152,144441344,4096,1119211520,0,0,387219456,31158272,6283264,75360486,6187226,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:11:40.391193,1713190300.3912716,59.5,535085056,2470219776,144834560,4096,1131831296,0,0,391700480,34762752,6283264,96163462,6187506,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:11:45.381827,1713190305.3819056,0.0,535216128,2470219776,144834560,4096,1131831296,0,0,391716864,34762752,6283264,96165244,6187582,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:11:50.380376,1713190310.3804471,19.9,535216128,2470219776,144834560,4096,1131831296,0,0,391729152,34762752,6283264,96167026,6187650,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:11:55.374139,1713190315.3742056,0.0,535216128,2470219776,144834560,4096,1131831296,0,0,391741440,34762752,6287360,96168808,6187726,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:12:00.380241,1713190320.380308,10.0,535216128,2470219776,144834560,4096,1131831296,0,0,391753728,34762752,6287360,96170590,6187794,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:12:05.378302,1713190325.3783686,0.0,535216128,2470219776,144834560,4096,1131831296,0,0,391757824,34762752,6287360,96172372,6187870,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:12:10.402290,1713190330.4023767,69.7,535216128,2470219776,144834560,4096,1131831296,0,0,391766016,34762752,6291456,96174154,6188157,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:12:15.377420,1713190335.3774903,0.0,535216128,2470219776,144834560,4096,1131831296,0,0,391770112,34762752,6291456,96175936,6188382,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:12:20.387382,1713190340.3874476,29.9,535216128,2470219776,144834560,4096,1131839488,0,0,391786496,34762752,6291456,96177718,6188450,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:12:25.380274,1713190345.3803592,0.0,535216128,2470219776,144834560,4096,1131839488,0,0,391786496,34762752,6291456,96179500,6188526,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:12:30.377997,1713190350.3780746,10.0,535216128,2470219776,144834560,4096,1131839488,0,0,391790592,34762752,6291456,96181282,6188594,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:12:35.374227,1713190355.3742821,0.0,535216128,2470219776,144834560,4096,1131839488,0,0,391794688,34762752,6299648,96183064,6188670,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:12:40.383828,1713190360.3839197,58.0,535216128,2470219776,144834560,4096,1131888640,0,0,391847936,34762752,6299648,96184846,6188812,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-14:12:45.382594,1713190365.3827024,0.0,535216128,2470219776,144834560,4096,1131888640,0,0,391864320,34762752,6299648,96186628,6188888,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:12:50.395475,1713190370.3955674,66.5,535216128,2470219776,144834560,4096,1131900928,0,0,391892992,34762752,6303744,96188410,6189026,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:12:55.384038,1713190375.3841202,0.0,535216128,2470219776,144834560,4096,1131900928,0,0,391892992,34762752,6303744,96190192,6189102,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:13:00.388791,1713190380.388868,19.2,535216128,2470219776,144834560,4096,1131900928,0,0,391905280,34762752,6303744,96191974,6189170,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:13:05.376224,1713190385.376298,0.0,535216128,2470219776,144834560,4096,1131900928,0,0,391905280,34762752,6303744,96193756,6189246,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:13:10.396251,1713190390.3963244,77.7,535216128,2470219776,144834560,4096,1131900928,0,0,391909376,34762752,6307840,96195538,6189458,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:13:15.373593,1713190395.3736613,0.0,535216128,2470219776,144834560,4096,1131900928,0,0,391909376,34762752,6307840,96197320,6189534,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:13:20.388657,1713190400.3887558,19.9,535216128,2470219776,144834560,4096,1131905024,0,0,391917568,34762752,6307840,96199102,6189602,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:13:25.389489,1713190405.3895793,0.0,535216128,2470219776,144834560,4096,1131905024,0,0,391917568,34762752,6307840,96200884,6189678,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:13:30.379320,1713190410.3793898,58.9,535216128,2470219776,144834560,4096,1131905024,0,0,391917568,34762752,6311936,96202666,6189816,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:13:35.372661,1713190415.3727367,0.0,535216128,2470219776,144834560,4096,1131905024,0,0,391917568,34762752,6311936,96204448,6189892,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:13:40.390945,1713190420.3910217,69.5,535216128,2470219776,144834560,4096,1131905024,0,0,391921664,34762752,6311936,96206230,6190034,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:13:45.383057,1713190425.3831236,0.0,535216128,2470219776,144834560,4096,1131905024,0,0,391921664,34762752,6311936,96208012,6190110,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:13:50.378656,1713190430.3787382,10.0,535347200,2470219776,144834560,4096,1131905024,0,0,391925760,34762752,6311936,96209794,6190178,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:13:55.387218,1713190435.3872936,0.0,535347200,2470219776,144834560,4096,1131905024,0,0,391925760,34762752,6316032,96211576,6190254,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:14:00.389602,1713190440.389687,19.9,535347200,2470219776,144834560,4096,1131905024,0,0,391933952,34762752,6316032,96213358,6190322,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:14:05.373223,1713190445.373287,0.0,535347200,2470219776,144834560,4096,1131905024,0,0,391933952,34762752,6316032,96215140,6190398,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:14:10.395636,1713190450.3957212,79.6,535347200,2470219776,144834560,4096,1131905024,0,0,391933952,34762752,6320128,96216922,6190680,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:14:15.381552,1713190455.3817866,0.0,535347200,2470219776,144834560,4096,1131905024,0,0,391933952,34762752,6320128,96218704,6190756,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:14:20.386593,1713190460.3866813,10.0,535347200,2470219776,144834560,4096,1131905024,0,0,391933952,34762752,6320128,96220486,6190824,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:14:25.387032,1713190465.3871114,0.0,644136960,2543620096,144834560,4096,1242361856,0,0,500637696,34762752,6320128,96222443,6191142,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:14:30.376197,1713190470.376271,9.9,573509632,2472316928,144834560,4096,1171058688,0,0,429961216,34762752,6320128,96224225,6191210,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:14:35.382616,1713190475.382675,0.0,573509632,2472316928,144834560,4096,1171058688,0,0,429961216,34762752,6324224,96226007,6191286,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:14:40.393326,1713190480.3934257,78.1,579538944,2472316928,144834560,4096,1178894336,0,0,433803264,34762752,6324224,96227789,6191430,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:14:45.395459,1713190485.3955328,47.7,727851008,2677841920,144834560,4096,1334657024,0,0,584437760,34762752,6324224,96229571,6191571,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:14:50.386964,1713190490.3870273,69.0,640540672,2624368640,144834560,4096,1265184768,0,0,497012736,34762752,6328320,96231353,6191782,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:14:55.376526,1713190495.3766007,0.0,640540672,2624368640,144834560,4096,1265184768,0,0,497012736,34762752,6328320,96233135,6191858,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:15:00.382212,1713190500.3823006,19.9,640540672,2624368640,144834560,4096,1265184768,0,0,497012736,34762752,6328320,96234917,6191926,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:15:05.376628,1713190505.3766873,0.0,640540672,2624368640,144834560,4096,1265184768,0,0,497012736,34762752,6328320,96236699,6192002,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:15:10.417680,1713190510.4178183,72.8,640540672,2624368640,144834560,4096,1265184768,0,0,497016832,34762752,6332416,96238657,6192214,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:15:15.388604,1713190515.3886993,99.6,648941568,2632757248,144834560,4096,1273573376,0,0,505532416,34762752,12505088,96300590,12356346,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:15:20.881037,1713190520.8811195,103.9,649011200,2632757248,144834560,4096,1273573376,0,0,505520128,34762752,12505088,96302375,12356499,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:15:25.392259,1713190525.3923633,99.6,649236480,2632757248,144834560,4096,1273573376,0,0,505536512,34762752,12505088,96304160,12356575,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:15:30.902498,1713190530.9026065,102.3,649334784,2632757248,144834560,4096,1273573376,0,0,505536512,34762752,12509184,96305945,12356798,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:15:35.705587,1713190535.705679,102.4,649404416,2632757248,144834560,4096,1273573376,0,0,505520128,34762752,12509184,96307730,12356958,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:15:40.395811,1713190540.3958838,156.0,649465856,2632757248,144834560,4096,1273573376,0,0,505552896,34762752,12509184,96309515,12357100,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:15:45.732559,1713190545.7326593,90.8,649449472,2632757248,144834560,4096,1273573376,0,0,505536512,34762752,12513280,96311300,12357261,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:15:50.870701,1713190550.8707874,78.5,649465856,2632757248,144834560,4096,1273573376,0,0,505552896,34762752,12513280,96313085,12357414,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:15:55.450811,1713190555.4509015,104.2,649465856,2632757248,144834560,4096,1273573376,0,0,505552896,34762752,12513280,96314870,12357490,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:16:00.864449,1713190560.8645804,102.1,650383360,2633805824,144834560,4096,1274621952,0,0,506585088,34762752,12513280,96316655,12357643,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:16:05.456691,1713190565.4568374,90.3,649273344,2632757248,144834560,4096,1273573376,0,0,505540608,34762752,12517376,96318440,12357804,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:16:10.932272,1713190570.9323912,113.4,650321920,2633805824,144834560,4096,1274621952,0,0,506617856,34762752,12517376,96320228,12358259,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:16:15.559596,1713190575.5596855,97.5,650452992,2633805824,144834560,4096,1274621952,0,0,506761216,34762752,12517376,96322016,12358335,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:16:20.415028,1713190580.4151804,108.8,650452992,2633805824,144834560,4096,1274621952,0,0,506761216,34762752,12521472,96323804,12358488,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:16:25.393262,1713190585.3933234,99.2,650452992,2633805824,144834560,4096,1274621952,0,0,506761216,34762752,12525568,96325592,12358649,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:16:30.430558,1713190590.4306717,87.4,649420800,2632757248,144834560,4096,1273581568,0,0,505729024,34762752,12525568,96327380,12358717,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:16:35.376580,1713190595.376648,0.0,652959744,2708258816,144834560,4096,1285128192,0,0,509411328,34762752,12533760,114833617,12360515,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:16:40.398379,1713190600.398469,79.0,652959744,2708258816,144834560,4096,1285144576,0,0,509415424,34762752,12533760,114835406,12360657,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:16:45.386450,1713190605.3865218,0.0,652959744,2708258816,144834560,4096,1285144576,0,0,509415424,34762752,12533760,114837195,12360733,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:16:50.381358,1713190610.381421,39.6,652959744,2708258816,144834560,4096,1285144576,0,0,509415424,34762752,12537856,114838984,12360876,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:16:55.377248,1713190615.3773117,0.0,652959744,2708258816,144834560,4096,1285144576,0,0,509415424,34762752,12537856,114840773,12361101,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:17:00.394545,1713190620.3946335,10.0,652959744,2708258816,144834560,4096,1285148672,0,0,509419520,34762752,12537856,114842562,12361169,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:17:05.377372,1713190625.377433,0.0,652959744,2708258816,144834560,4096,1285148672,0,0,509419520,34762752,12537856,114844351,12361245,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:17:10.400195,1713190630.4002779,68.4,652959744,2708258816,144834560,4096,1285148672,0,0,509419520,34762752,12541952,114846140,12361457,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:17:15.376082,1713190635.37614,0.0,652959744,2708258816,144834560,4096,1285148672,0,0,509419520,34762752,12541952,114847929,12361533,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:17:20.394320,1713190640.3944032,19.9,652959744,2708258816,144834560,4096,1285148672,0,0,509419520,34762752,12541952,114849718,12361601,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:17:25.390487,1713190645.3905797,0.0,652959744,2708258816,144834560,4096,1285148672,0,0,509419520,34762752,12541952,114851507,12361677,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:17:30.389606,1713190650.3896842,57.8,652959744,2708258816,144834560,4096,1285148672,0,0,509419520,34762752,12546048,114853296,12361815,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:17:35.375880,1713190655.3759553,0.0,652959744,2708258816,144834560,4096,1285148672,0,0,509419520,34762752,12546048,114855085,12361891,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:17:40.409657,1713190660.409784,75.8,652959744,2708258816,144834560,4096,1285148672,0,0,509419520,34762752,12546048,114856874,12362033,0f6c6657-b591-4523-935d-1abd09835f5e,2
server,2024-04-15-14:17:45.391302,1713190665.391389,0.0,652959744,2708258816,144834560,4096,1285148672,0,0,509419520,34762752,12546048,114858663,12362109,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:17:50.390060,1713190670.3901315,19.3,652959744,2708258816,144834560,4096,1285156864,0,0,509423616,34762752,12546048,114860452,12362177,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:17:55.378406,1713190675.3784893,0.0,652959744,2708258816,144834560,4096,1285156864,0,0,509423616,34762752,12550144,114862241,12362253,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:18:00.382878,1713190680.3829467,9.9,652959744,2708258816,144834560,4096,1285156864,0,0,509423616,34762752,12550144,114864030,12362321,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:18:05.382738,1713190685.382822,0.0,652959744,2708258816,144834560,4096,1285156864,0,0,509423616,34762752,12550144,114865819,12362397,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:18:10.399975,1713190690.4000678,68.5,652959744,2708258816,144834560,4096,1285156864,0,0,509423616,34762752,12554240,114867608,12362679,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:18:15.379508,1713190695.37958,0.0,652959744,2708258816,144834560,4096,1285156864,0,0,509423616,34762752,12554240,114869397,12362755,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:18:20.383410,1713190700.3834984,9.9,652828672,2708258816,144703488,4096,1285160960,0,0,509427712,34762752,12554240,114871186,12362823,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:18:25.377436,1713190705.3774998,0.0,652828672,2708258816,144703488,4096,1285160960,0,0,509427712,34762752,12554240,114872975,12362899,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:18:30.381018,1713190710.3810782,9.9,652828672,2708258816,144703488,4096,1285160960,0,0,509427712,34762752,12554240,114874764,12362967,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:18:35.377952,1713190715.3780172,0.0,652828672,2708258816,144703488,4096,1285160960,0,0,509427712,34762752,12558336,114876553,12363043,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:18:40.388419,1713190720.3884847,68.6,652828672,2708258816,144703488,4096,1285160960,0,0,509427712,34762752,12558336,114878342,12363185,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:18:45.384745,1713190725.3848321,0.0,652828672,2708258816,144703488,4096,1285160960,0,0,509427712,34762752,12558336,114880131,12363261,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:18:50.380418,1713190730.3804832,69.0,652828672,2708258816,144703488,4096,1285160960,0,0,509427712,34762752,12562432,114881920,12363399,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:18:55.374653,1713190735.3747125,0.0,652828672,2708258816,144703488,4096,1285160960,0,0,509427712,34762752,12562432,114883709,12363475,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:19:00.386406,1713190740.3864763,29.9,652828672,2708258816,144703488,4096,1285160960,0,0,509427712,34762752,12562432,114885498,12363543,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:19:05.388562,1713190745.3886304,0.0,749690880,2771173376,144703488,4096,1378029568,0,0,606384128,34762752,12562432,114887462,12363861,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:19:10.399008,1713190750.399091,66.4,690823168,2711404544,144703488,4096,1318260736,0,0,547430400,34762752,12566528,114889251,12364075,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:19:15.397537,1713190755.3976126,19.8,833527808,2905395200,144703488,4096,1460555776,0,0,690126848,34762752,12566528,114891040,12364151,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:19:20.395570,1713190760.3956473,10.0,759078912,2864504832,144703488,4096,1403703296,0,0,615522304,34762752,12566528,114892829,12364357,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:19:25.380674,1713190765.3807316,0.0,759078912,2864504832,144703488,4096,1403703296,0,0,615522304,34762752,12566528,114894618,12364433,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:19:30.452387,1713190770.4524693,17.3,758042624,2863456256,144703488,4096,1402654720,0,0,614473728,34762752,12570624,114896407,12364571,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:19:35.392543,1713190775.3926291,0.0,758042624,2863456256,144703488,4096,1402654720,0,0,614473728,34762752,12570624,114898196,12364647,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:19:40.396466,1713190780.39656,69.3,758042624,2863456256,144703488,4096,1402654720,0,0,614473728,34762752,12570624,114899985,12364789,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:19:45.382497,1713190785.3825848,0.0,758042624,2863456256,144703488,4096,1402654720,0,0,614473728,34762752,12570624,114901774,12364865,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:19:50.392755,1713190790.3928366,10.0,758042624,2863456256,144703488,4096,1402654720,0,0,614473728,34762752,12570624,114903563,12364933,0f6c6657-b591-4523-935d-1abd09835f5e,3
server,2024-04-15-14:19:55.382964,1713190795.3830335,0.0,758042624,2863456256,144703488,4096,1402654720,0,0,614473728,34762752,12574720,114905352,12365009,0f6c6657-b591-4523-935d-1abd09835f5e,3
