name,status-code,payload-size-bytes,processing-time-seconds,elapsed-time-seconds,action-time-start,action-time-end,action-total-seconds,worker,cycle
sending-info-to-central,200,449,4.096656322479248,4.07817,1713194274.4209666,1713194278.517623,4.09666,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,2.831810474395752,2.781142,1713194284.4209971,1713194287.2528076,2.83181,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.7665212154388428,0.189606,1713194294.4216366,1713194295.1881578,0.76652,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.4612460136413574,0.438747,1713194304.421098,1713194304.882344,0.46125,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.529240608215332,0.506171,1713194314.4215791,1713194314.9508197,0.52924,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.437389612197876,0.419683,1713194324.4209259,1713194324.8583155,0.43739,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.4921865463256836,0.477798,1713194334.420797,1713194334.9129837,0.49219,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.5015037059783936,0.475548,1713194344.4213803,1713194344.922884,0.5015,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.71730637550354,0.667454,1713194354.5368345,1713194355.2541409,0.71731,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,1.4427616596221924,0.715775,1713194364.4416647,1713194365.8844264,1.44276,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.44411730766296387,0.419003,1713194374.657521,1713194375.1016383,0.44412,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.49075746536254883,0.430859,1713194384.4409928,1713194384.9317503,0.49076,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.6145303249359131,0.549513,1713194394.4460857,1713194395.060616,0.61453,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.21984314918518066,0.172261,1713194404.7078376,1713194404.9276807,0.21984,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.5487685203552246,0.196016,1713194414.4460838,1713194414.9948523,0.54877,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.3002920150756836,0.275473,1713194424.9124613,1713194425.2127533,0.30029,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.48787689208984375,0.383181,1713194434.4453065,1713194434.9331834,0.48788,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.6164021492004395,0.551186,1713194444.855499,1713194445.4719012,0.6164,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.4362928867340088,0.409878,1713194454.512942,1713194454.949235,0.43629,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.7339224815368652,0.587201,1713194464.6561255,1713194465.390048,0.73392,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.531585693359375,0.508375,1713194474.4213817,1713194474.9529674,0.53159,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.7118813991546631,0.624356,1713194484.459024,1713194485.1709054,0.71188,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.42303895950317383,0.386004,1713194494.4220974,1713194494.8451364,0.42304,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.5057997703552246,0.481105,1713194504.4249299,1713194504.9307296,0.5058,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,449,0.6592645645141602,0.632195,1713194514.4211233,1713194515.0803878,0.65926,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-info-to-central,200,448,0.7351222038269043,0.713274,1713194524.42132,1713194525.1564422,0.73512,0f6c6657-b591-4523-935d-1abd09835f5e,1
sending-update-to-central,200,313,1.4439046382904053,1.266029,1713194524.4253259,1713194525.8692305,1.4439,0f6c6657-b591-4523-935d-1abd09835f5e,1
