name,action-time-start,action-time-end,action-total-seconds,worker,cycle
server-monitoring,1713194749.4207866,1713194749.6403718,0.21959,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194754.4215722,1713194754.680802,0.25923,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194754.4232378,1713194755.314628,0.89139,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194759.420255,1713194759.6762462,0.25599,0f6c6657-b591-4523-935d-1abd09835f5e,2
update-pipeline,1713194764.427343,1713194764.5702806,0.14294,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194764.420429,1713194764.775649,0.35522,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194764.4228601,1713194765.8041937,1.38133,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194769.4359884,1713194770.281907,0.84592,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194774.4356034,1713194774.8668568,0.43125,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194774.4411836,1713194775.0787098,0.63753,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194779.6405456,1713194779.8875868,0.24704,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194784.4443939,1713194785.445068,1.00067,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194784.4357035,1713194785.5509238,1.11522,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194789.6553862,1713194790.3476603,0.69227,0f6c6657-b591-4523-935d-1abd09835f5e,2
data-pipeline,1713194794.4996836,1713194794.6252174,0.12553,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194794.4866219,1713194794.842811,0.35619,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194794.492127,1713194795.2308831,0.73876,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194799.6956847,1713194800.2580638,0.56238,0f6c6657-b591-4523-935d-1abd09835f5e,2
update-pipeline,1713194804.448549,1713194804.555281,0.10673,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194804.4354947,1713194805.3630674,0.92757,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194804.4409282,1713194805.6577766,1.21685,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194809.60716,1713194809.950759,0.3436,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194814.60588,1713194815.0701363,0.46426,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194814.6062002,1713194815.32014,0.71394,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194819.43559,1713194819.9620428,0.52645,0f6c6657-b591-4523-935d-1abd09835f5e,2
data-pipeline,1713194824.4246614,1713194824.471363,0.0467,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194824.4205368,1713194824.7158158,0.29528,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194824.4218147,1713194825.1556818,0.73387,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194829.4380672,1713194830.316846,0.87878,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194834.4460773,1713194835.2441268,0.79805,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194834.4355018,1713194835.4856179,1.05012,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194839.4205227,1713194839.7065728,0.28605,0f6c6657-b591-4523-935d-1abd09835f5e,2
update-pipeline,1713194844.4765565,1713194844.518045,0.04149,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194844.4585078,1713194844.774879,0.31637,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194844.4736056,1713194845.074091,0.60049,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194849.643676,1713194850.1051755,0.4615,0f6c6657-b591-4523-935d-1abd09835f5e,2
data-pipeline,1713194854.7624958,1713194854.850046,0.08755,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194854.7487776,1713194855.2011373,0.45236,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194854.7595289,1713194855.9163234,1.15679,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194859.4355276,1713194859.8408597,0.40533,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194864.435459,1713194864.9178112,0.48235,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194864.4408453,1713194865.488303,1.04746,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194869.435365,1713194870.2015593,0.76619,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194874.4354184,1713194875.3995156,0.9641,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194874.4356039,1713194875.9136662,1.47806,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194879.4486556,1713194879.6623554,0.2137,0f6c6657-b591-4523-935d-1abd09835f5e,2
data-pipeline,1713194884.4346175,1713194884.551216,0.1166,0f6c6657-b591-4523-935d-1abd09835f5e,2
update-pipeline,1713194884.4480042,1713194885.0647886,0.61678,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194884.4264677,1713194885.2991488,0.87268,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194884.4319851,1713194885.5094802,1.0775,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194889.4201956,1713194889.7806127,0.36042,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194894.6736078,1713194894.9503822,0.27677,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194894.6926296,1713194895.0854032,0.39277,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194899.4203448,1713194899.6492214,0.22888,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194904.4208105,1713194904.6398454,0.21903,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194904.4209898,1713194904.8082654,0.38728,0f6c6657-b591-4523-935d-1abd09835f5e,2
model-pipeline,1713194764.4265192,1713194905.433673,141.00715,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194909.4206302,1713194909.6164374,0.19581,0f6c6657-b591-4523-935d-1abd09835f5e,2
data-pipeline,1713194914.4231627,1713194914.4529521,0.02979,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194914.4203966,1713194914.645153,0.22476,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194914.4214566,1713194915.0034425,0.58199,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194919.4206157,1713194919.6194289,0.19881,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194924.420216,1713194924.656557,0.23634,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194924.4212697,1713194925.0569704,0.6357,0f6c6657-b591-4523-935d-1abd09835f5e,2
update-pipeline,1713194924.424159,1713194925.3602915,0.93613,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194929.4205573,1713194929.6122794,0.19172,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194934.4203343,1713194934.645371,0.22504,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194934.4208899,1713194934.8871825,0.46629,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194939.420634,1713194939.6272712,0.20664,0f6c6657-b591-4523-935d-1abd09835f5e,2
data-pipeline,1713194944.423991,1713194944.4620266,0.03804,0f6c6657-b591-4523-935d-1abd09835f5e,2
model-pipeline,1713194944.424751,1713194944.4806364,0.05589,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194944.4204268,1713194944.720465,0.30004,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194944.4215941,1713194944.9145806,0.49299,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194949.4205425,1713194949.612777,0.19223,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194954.4205213,1713194954.6726935,0.25217,0f6c6657-b591-4523-935d-1abd09835f5e,2
status-pipeline,1713194954.4214656,1713194955.1317759,0.71031,0f6c6657-b591-4523-935d-1abd09835f5e,2
server-monitoring,1713194959.4201424,1713194959.6371338,0.21699,0f6c6657-b591-4523-935d-1abd09835f5e,2
