name,date,time,cpu-percent,ram-resident-set-size-bytes,ram-virtual-memory-size-bytes,ram-shared-memory-bytes,ram-code-segment-size-bytes,ram-data-segment-size-bytes,ram-library-size-bytes,ram-dirty-pages-bytes,ram-unique-set-size-bytes,disk-read-bytes,disk-write-bytes,disk-read-characters-bytes,disk-write-characters-bytes,worker,cycle
server,2024-04-15-15:17:54.553574,1713194274.5536404,9.9,594243584,2478714880,130285568,4096,1204645888,0,0,464740352,5730304,106496,55178893,21136,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-15:17:59.545357,1713194279.5454433,0.0,405544960,2288906240,130285568,4096,1014837248,0,0,276008960,5730304,106496,55180676,21212,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-15:18:04.554201,1713194284.5542853,69.3,405544960,2288906240,130285568,4096,1014837248,0,0,276008960,5730304,110592,55182459,21496,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-15:18:14.550081,1713194294.5501385,0.0,728240128,2693099520,133431296,4096,1355026432,0,0,595357696,5730304,110592,55196387,21801,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-15:18:19.551509,1713194299.5515802,0.0,729681920,2693066752,133431296,4096,1357312000,0,0,596889600,5730304,110592,55198174,22015,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-15:18:24.559376,1713194304.5594425,10.0,729681920,2693066752,133431296,4096,1367220224,0,0,596942848,5730304,110592,55199961,22083,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-15:18:29.553210,1713194309.553278,10.0,729681920,2693066752,133431296,4096,1367220224,0,0,596946944,5730304,114688,55201748,22159,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-15:18:34.565610,1713194314.5656974,59.7,729681920,2693066752,133431296,4096,1367220224,0,0,596951040,5730304,114688,55203535,22301,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-15:18:39.548904,1713194319.548962,0.0,729681920,2693066752,133431296,4096,1367220224,0,0,596951040,5730304,114688,55205322,22377,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-15:18:44.566359,1713194324.5664601,49.8,729681920,2693066752,133431296,4096,1367220224,0,0,596967424,5730304,118784,55207109,22515,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-15:18:49.551501,1713194329.55159,0.0,729681920,2693066752,133431296,4096,1367220224,0,0,596967424,5730304,118784,55208896,22591,0f6c6657-b591-4523-935d-1abd09835f5e,1
server,2024-04-15-15:18:54.549146,1713194334.549245,10.0,479547392,2442006528,133431296,4096,1116164096,0,0,346812416,5730304,118784,55210683,22659,0f6c6657-b591-4523-935d-1abd09835f5e,1
