Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,cycle,epochs,eval-amount,eval-batch-size,experiment,input-size,learning-rate,optimizer,sample-rate,scaled-columns,seed,target-column,test-amount,test-batch-size,train-amount,train-batch-size,updates,used-columns,eval-accuracy,eval-balanced-accuracy,eval-fall-out,eval-false-negatives,eval-false-positives,eval-miss-rate,eval-precision,eval-recall,eval-selectivity,eval-true-negatives,eval-true-positives,test-accuracy,test-balanced-accuracy,test-fall-out,test-false-negatives,test-false-positives,test-miss-rate,test-precision,test-recall,test-selectivity,test-true-negatives,test-true-positives
2024-04-15 18:46:04,2.8min,24f1a5cdc6454d3abd37f0375b50fb39,local-training-3-5,,,unknown,FINISHED,5,10,100000,64,3,6,0.2,SGD,0.2,['amount'],42,isFraud,40000,64,360000,72000,0,"['amount', 'type_CASH_IN', 'type_CASH_OUT', 'type_DEBIT', 'type_PAYMENT', 'type_TRANSFER', 'isFraud']",0.8237,0.617,0.038,14592,3038,0.728,0.64217,0.272,0.962,76918,5452,0.82308,0.61585,0.03785,5867,1210,0.73045,0.64148,0.26955,0.96215,30758,2165
2024-04-15 18:46:04,2.8min,ea0c659462c74c19a1df61180c15ebec,local-training-3-5,,,unknown,FINISHED,5,10,100000,64,3,6,0.2,SGD,0.2,['amount'],42,isFraud,40000,64,360000,72000,0,"['amount', 'type_CASH_IN', 'type_CASH_OUT', 'type_DEBIT', 'type_PAYMENT', 'type_TRANSFER', 'isFraud']",0.82365,0.61609,0.03863,14542,3093,0.72918,0.63586,0.27082,0.96137,76964,5401,0.82465,0.61779,0.03756,5812,1202,0.72686,0.64501,0.27314,0.96244,30802,2184
2024-04-15 18:46:04,2.8min,1fa1caca7b9f449096ec70bf03d43e86,local-training-3-5,,,unknown,FINISHED,5,10,100000,64,3,6,0.2,SGD,0.2,['amount'],42,isFraud,40000,64,360000,72000,0,"['amount', 'type_CASH_IN', 'type_CASH_OUT', 'type_DEBIT', 'type_PAYMENT', 'type_TRANSFER', 'isFraud']",0.8233,0.61729,0.03909,14544,3126,0.72633,0.63677,0.27367,0.96091,76850,5480,0.82557,0.61724,0.03763,5770,1207,0.72789,0.6412,0.27211,0.96237,30866,2157
2024-04-15 18:46:04,2.7min,6be34b34458b4851abdda257a3a8fb63,local-training-3-5,,,unknown,FINISHED,5,10,100000,64,3,6,0.2,SGD,0.2,['amount'],42,isFraud,40000,64,360000,72000,0,"['amount', 'type_CASH_IN', 'type_CASH_OUT', 'type_DEBIT', 'type_PAYMENT', 'type_TRANSFER', 'isFraud']",0.82274,0.61561,0.03858,14642,3084,0.7302,0.63692,0.2698,0.96142,76864,5410,0.82068,0.61279,0.03853,5943,1230,0.73588,0.63426,0.26412,0.96147,30694,2133
2024-04-15 18:44:46,5.5min,5937a74a056a4161b6f765b850cffef0,federated-training-3-5,,,unknown,FINISHED,5,10,100000,64,3,6,0.2,SGD,0.2,['amount'],42,isFraud,0,0,1440000,0,4,"['amount', 'type_CASH_IN', 'type_CASH_OUT', 'type_DEBIT', 'type_PAYMENT', 'type_TRANSFER', 'isFraud']",0.81716,0.60436,0.04076,15024,3260,0.75052,0.60504,0.24948,0.95924,76722,4994,,,,,,,,,,,
2024-04-15 18:40:04,2.3min,5ade03d85da24935819fb2c80712183e,local-training-3-4,,,unknown,FINISHED,4,10,100000,64,3,6,0.2,SGD,0.2,['amount'],42,isFraud,40000,64,360000,72000,0,"['amount', 'type_CASH_IN', 'type_CASH_OUT', 'type_DEBIT', 'type_PAYMENT', 'type_TRANSFER', 'isFraud']",0.82535,0.61726,0.03565,14614,2851,0.72982,0.65488,0.27018,0.96435,77125,5410,0.82727,0.61664,0.03442,5805,1104,0.73231,0.65778,0.26769,0.96558,30969,2122
2024-04-15 18:39:04,2.7min,caf6f071b18649fd9324ac3a020778ab,local-training-3-4,,,unknown,FINISHED,4,10,100000,64,3,6,0.2,SGD,0.2,['amount'],42,isFraud,40000,64,360000,72000,0,"['amount', 'type_CASH_IN', 'type_CASH_OUT', 'type_DEBIT', 'type_PAYMENT', 'type_TRANSFER', 'isFraud']",0.82567,0.61666,0.03448,14676,2757,0.73219,0.66068,0.26781,0.96552,77199,5368,0.82485,0.61565,0.03475,5895,1111,0.73394,0.65794,0.26606,0.96525,30857,2137
2024-04-15 18:39:04,2.7min,6c8f7ebec0b9443b9e30c4f41173fbcf,local-training-3-4,,,unknown,FINISHED,4,10,100000,64,3,6,0.2,SGD,0.2,['amount'],42,isFraud,40000,64,360000,72000,0,"['amount', 'type_CASH_IN', 'type_CASH_OUT', 'type_DEBIT', 'type_PAYMENT', 'type_TRANSFER', 'isFraud']",0.82532,0.61552,0.03547,14628,2840,0.73349,0.65175,0.26651,0.96453,77217,5315,0.82635,0.61707,0.03425,5850,1096,0.73162,0.66194,0.26838,0.96575,30908,2146
2024-04-15 18:39:04,2.7min,aa1cf121766f4dd0b275b9b2113671f4,local-training-3-4,,,unknown,FINISHED,4,10,100000,64,3,6,0.2,SGD,0.2,['amount'],42,isFraud,40000,64,360000,72000,0,"['amount', 'type_CASH_IN', 'type_CASH_OUT', 'type_DEBIT', 'type_PAYMENT', 'type_TRANSFER', 'isFraud']",0.82486,0.61582,0.03517,14702,2812,0.73319,0.65548,0.26681,0.96483,77136,5350,0.82273,0.61269,0.03502,5973,1118,0.7396,0.6529,0.2604,0.96498,30806,2103
2024-04-15 18:38:07,5.4min,ff697b2ae0f646a0a9d394d12df5237c,federated-training-3-4,,,unknown,FINISHED,4,10,100000,64,3,6,0.2,SGD,0.2,['amount'],42,isFraud,0,0,1440000,0,4,"['amount', 'type_CASH_IN', 'type_CASH_OUT', 'type_DEBIT', 'type_PAYMENT', 'type_TRANSFER', 'isFraud']",0.81746,0.60026,0.03752,15253,3001,0.76196,0.61357,0.23804,0.96248,76981,4765,,,,,,,,,,,
