name,date,time,cpu-percent,ram-resident-set-size-bytes,ram-virtual-memory-size-bytes,ram-shared-memory-bytes,ram-code-segment-size-bytes,ram-data-segment-size-bytes,ram-library-size-bytes,ram-dirty-pages-bytes,ram-unique-set-size-bytes,disk-read-bytes,disk-write-bytes,disk-read-characters-bytes,disk-write-characters-bytes,cycle
server,2024-04-15-14:06:25.723474,1713189985.723538,29.8,597893120,2834661376,127664128,4096,1238863872,0,0,586170368,28508160,32768,55304560,19962,1
server,2024-04-15-14:06:30.727832,1713189990.7279308,59.0,350715904,2640142336,127664128,4096,1044348928,0,0,338944000,28508160,36864,55326230,20560,1
server,2024-04-15-14:06:35.718348,1713189995.7184107,39.9,350715904,2640109568,127664128,4096,1044320256,0,0,338939904,28508160,36864,55328019,20697,1
server,2024-04-15-14:06:40.731871,1713190000.7319329,57.0,350846976,2640158720,127664128,4096,1044369408,0,0,338997248,28508160,40960,55345925,21052,1
server,2024-04-15-14:06:52.234281,1713190012.234333,578.0,530112512,2776064000,129236992,4096,1246453760,0,0,514224128,28532736,45056,55363835,21983,1
server,2024-04-15-14:06:55.728802,1713190015.7288702,19.6,605143040,2868285440,132775936,4096,1333559296,0,0,593031168,28532736,45056,55377769,22668,1
server,2024-04-15-14:07:00.733086,1713190020.7331684,69.2,605143040,2868318208,132775936,4096,1333596160,0,0,593113088,28532736,45056,55395679,22874,1
server,2024-04-15-14:07:05.721959,1713190025.7220242,49.9,605143040,2868285440,132775936,4096,1333567488,0,0,593100800,28532736,45056,55397472,23011,1
server,2024-04-15-14:07:10.821286,1713190030.8213525,36.1,547336192,2809614336,132775936,4096,1274896384,0,0,535285760,28532736,49152,55415382,23229,1
server,2024-04-15-14:07:16.158871,1713190036.1589653,113.9,617066496,2836856832,136314880,4096,1341239296,0,0,451555328,49364992,7901184,74590452,7867648,1
server,2024-04-15-14:07:20.749657,1713190040.7498016,115.7,662728704,3136811008,142606336,4096,1406431232,0,0,650747904,49364992,7901184,74608367,7867785,1
server,2024-04-15-14:07:25.827417,1713190045.8274975,244.6,663302144,3136761856,142999552,4096,1436282880,0,0,651288576,49381376,7901184,74610164,7868077,1
server,2024-04-15-14:07:31.106766,1713190051.1068234,126.8,663326720,3136827392,142999552,4096,1436381184,0,0,651390976,49381376,7905280,74628078,7868230,1
server,2024-04-15-14:07:41.303444,1713190061.3035154,252.4,907382784,3396874240,142999552,4096,1680486400,0,0,895107072,49381376,7905280,74646166,7869216,1
server,2024-04-15-14:07:45.743111,1713190065.7432127,198.9,931086336,3455541248,142999552,4096,1705775104,0,0,918999040,49381376,7905280,74647963,7869656,1
server,2024-04-15-14:07:51.058648,1713190071.0587087,115.6,795942912,3274170368,142999552,4096,1569652736,0,0,783962112,49381376,7909376,74654980,7870030,1
server,2024-04-15-14:07:55.905339,1713190075.9053807,120.7,795856896,3274104832,142999552,4096,1569591296,0,0,783962112,49381376,7909376,74667674,7870391,1
server,2024-04-15-14:08:01.116131,1713190081.1161935,100.2,796012544,3274170368,142999552,4096,1569652736,0,0,783994880,49381376,7909376,74685588,7870545,1
server,2024-04-15-14:08:06.038646,1713190086.0386972,113.5,796012544,3274104832,142999552,4096,1569591296,0,0,783982592,49381376,7913472,74687386,7870906,1
server,2024-04-15-14:08:10.878656,1713190090.8787122,106.9,796012544,3274170368,142999552,4096,1569677312,0,0,784019456,49381376,7913472,74705304,7871218,1
server,2024-04-15-14:08:16.137947,1713190096.1380427,111.8,795009024,3273056256,142999552,4096,1568567296,0,0,783032320,49381376,7913472,74707104,7871897,1
server,2024-04-15-14:08:20.745548,1713190100.7456024,117.6,789946368,3206012928,143261696,4096,1563168768,0,0,777846784,49381376,7917568,74725021,7872052,1
server,2024-04-15-14:08:25.747409,1713190105.7474809,67.9,790339584,3205967872,143523840,4096,1563111424,0,0,778313728,54530048,7921664,78035458,7874075,1
server,2024-04-15-14:08:30.741601,1713190110.7416756,28.7,794796032,3206017024,143523840,4096,1563164672,0,0,782540800,54530048,7921664,101590661,7874361,1
server,2024-04-15-14:08:35.726888,1713190115.7269516,49.8,794796032,3205967872,143523840,4096,1564098560,0,0,782692352,54530048,7921664,101592462,7874568,1
server,2024-04-15-14:08:40.740960,1713190120.7410657,59.7,794927104,3205984256,143523840,4096,1564114944,0,0,679747584,54530048,7925760,101610380,7874924,1
server,2024-04-15-14:08:45.726053,1713190125.7261245,39.9,794927104,3205967872,143523840,4096,1564106752,0,0,782700544,54530048,7925760,101612181,7875076,1
server,2024-04-15-14:08:50.748527,1713190130.7486162,68.5,794927104,3206017024,143523840,4096,1564176384,0,0,782729216,54530048,7925760,101630099,7875213,1
server,2024-04-15-14:08:55.728458,1713190135.7285047,39.9,902316032,3262590976,143523840,4096,1673977856,0,0,890232832,54530048,7925760,101632248,7875570,1
server,2024-04-15-14:09:00.750755,1713190140.7508194,59.7,935305216,3338104832,143523840,4096,1706016768,0,0,923156480,54530048,7929856,101650169,7875954,1
server,2024-04-15-14:09:05.731718,1713190145.7317748,59.8,927506432,3330748416,143523840,4096,1698660352,0,0,915333120,54530048,7929856,101651970,7876133,1
server,2024-04-15-14:09:10.742944,1713190150.7430701,39.6,936476672,3347611648,143523840,4096,1715527680,0,0,924270592,54530048,7933952,101669892,7876495,1
server,2024-04-15-14:09:15.730952,1713190155.7310271,49.9,862887936,3218571264,143523840,4096,1641713664,0,0,850415616,54530048,7933952,101671867,7877396,1
server,2024-04-15-14:09:20.750477,1713190160.7505538,66.9,862887936,3218604032,143523840,4096,1641758720,0,0,850440192,54530048,7933952,101689789,7877602,1
server,2024-04-15-14:09:25.728463,1713190165.728529,59.8,862887936,3218571264,143523840,4096,1641725952,0,0,850427904,54530048,7933952,101691590,7877739,1
