name,date,time,cpu-percent,ram-resident-set-size-bytes,ram-virtual-memory-size-bytes,ram-shared-memory-bytes,ram-code-segment-size-bytes,ram-data-segment-size-bytes,ram-library-size-bytes,ram-dirty-pages-bytes,ram-unique-set-size-bytes,disk-read-bytes,disk-write-bytes,disk-read-characters-bytes,disk-write-characters-bytes,cycle
server,2024-04-15-17:09:57.191383,1713200997.1914442,99.5,383266816,2365362176,125435904,4096,1017257984,0,0,331964416,45056,45056,55515302,20792,1
server,2024-04-15-17:10:01.967570,1713201001.9676304,49.3,383266816,2365394944,125435904,4096,1017290752,0,0,370782208,45056,45056,55533238,21010,1
server,2024-04-15-17:10:06.966468,1713201006.9665556,58.4,383266816,2365378560,125435904,4096,1017274368,0,0,370782208,45056,45056,55538743,21370,1
server,2024-04-15-17:10:11.970560,1713201011.9706872,48.1,383266816,2365411328,125435904,4096,1017307136,0,0,370802688,45056,45056,55556679,21438,1
server,2024-04-15-17:10:16.963200,1713201016.9632566,19.9,383266816,2365378560,125435904,4096,1017274368,0,0,370786304,45056,45056,55558456,21575,1
server,2024-04-15-17:10:21.963282,1713201021.9633653,58.1,383397888,2365411328,125435904,4096,1017307136,0,0,370810880,45056,49152,55576392,21739,1
server,2024-04-15-17:10:32.576128,1713201032.5761838,19.1,989274112,2948808704,127139840,4096,1663053824,0,0,976801792,45056,49152,55578173,22423,1
server,2024-04-15-17:10:41.972839,1713201041.9729123,59.0,747102208,2959249408,130285568,4096,1406488576,0,0,734445568,45056,57344,55608603,23431,1
server,2024-04-15-17:10:46.970784,1713201046.970854,10.0,747102208,2959216640,130285568,4096,1426300928,0,0,734478336,45056,57344,55610384,23568,1
server,2024-04-15-17:10:51.974794,1713201051.9748867,79.5,501313536,2663395328,130285568,4096,1179856896,0,0,488706048,45056,57344,55628499,23787,1
server,2024-04-15-17:10:57.085289,1713201057.0853732,102.7,536178688,2695897088,133562368,4096,1212358656,0,0,523628544,20889600,15745024,74803383,15708225,1
server,2024-04-15-17:11:02.343572,1713201062.3436465,149.9,577085440,2774573056,139591680,4096,1246203904,0,0,565153792,20889600,15745024,74821336,15708293,1
server,2024-04-15-17:11:07.124204,1713201067.12427,86.6,570662912,2767216640,139853824,4096,1239134208,0,0,558551040,20971520,15749120,74823129,15708584,1
server,2024-04-15-17:11:12.243599,1713201072.243667,159.5,578052096,2774573056,139984896,4096,1246490624,0,0,565878784,20971520,15749120,74841082,15708584,1
server,2024-04-15-17:11:22.460025,1713201082.460109,267.4,1072041984,3369611264,139984896,4096,1752911872,0,0,1060040704,20971520,15749120,74859384,15709031,1
server,2024-04-15-17:11:27.423209,1713201087.4232535,129.8,628727808,2964463616,139984896,4096,1372819456,0,0,616525824,20971520,15753216,74861177,15709707,1
server,2024-04-15-17:11:31.975483,1713201091.9755387,99.1,628727808,2964496384,139984896,4096,1372852224,0,0,616542208,20971520,15753216,74879131,15709707,1
server,2024-04-15-17:11:37.361002,1713201097.3610713,116.5,628727808,2964463616,139984896,4096,1372835840,0,0,616542208,20971520,15753216,74880924,15709997,1
server,2024-04-15-17:11:42.377820,1713201102.3779004,96.3,628727808,2964496384,139984896,4096,1372868608,0,0,616554496,20971520,15753216,74898881,15709997,1
server,2024-04-15-17:11:47.477149,1713201107.4772077,303.4,628727808,2964463616,139984896,4096,1372835840,0,0,616542208,20971520,15757312,74900677,15710446,1
server,2024-04-15-17:11:52.107009,1713201112.1070838,85.5,628727808,2956087296,139984896,4096,1364463616,0,0,616525824,20971520,15757312,74917103,15710772,1
server,2024-04-15-17:11:56.967500,1713201116.9675858,119.6,628727808,2955005952,139984896,4096,1363382272,0,0,616476672,20971520,15757312,74920430,15711145,1
server,2024-04-15-17:12:02.412457,1713201122.412527,126.9,628727808,2955038720,139984896,4096,1363415040,0,0,616493056,20971520,15761408,74938387,15711299,1
server,2024-04-15-17:12:07.385413,1713201127.38547,118.3,628727808,2955005952,139984896,4096,1363382272,0,0,616476672,20971520,15761408,74940183,15711504,1
server,2024-04-15-17:12:12.306897,1713201132.3069365,119.4,628727808,2955038720,139984896,4096,1363415040,0,0,616493056,20971520,15761408,74956609,15711590,1
server,2024-04-15-17:12:16.963593,1713201136.9636762,119.6,628727808,2955005952,139984896,4096,1363382272,0,0,616484864,20971520,15761408,74959936,15711727,1
server,2024-04-15-17:12:22.332649,1713201142.3327389,129.9,628727808,2955038720,139984896,4096,1363415040,0,0,616501248,20971520,15765504,74977893,15711881,1
server,2024-04-15-17:12:27.332421,1713201147.3324687,112.9,628727808,2955005952,139984896,4096,1363382272,0,0,616484864,20971520,15765504,74979689,15712251,1
server,2024-04-15-17:12:31.980874,1713201151.98096,127.4,628727808,2955038720,139984896,4096,1363415040,0,0,616501248,20971520,15765504,74997646,15712489,1
server,2024-04-15-17:12:37.372664,1713201157.3727376,120.3,628727808,2955005952,139984896,4096,1363382272,0,0,616484864,20971520,15765504,74999442,15712853,1
server,2024-04-15-17:12:41.986949,1713201161.9870217,112.0,628989952,2955038720,140247040,4096,1363415040,0,0,616845312,20971520,15769600,75017399,15712939,1
server,2024-04-15-17:12:46.962685,1713201166.962754,79.8,628133888,2953957376,140378112,4096,1362333696,0,0,615866368,20971520,15773696,75024067,15714666,1
server,2024-04-15-17:12:51.976015,1713201171.9760797,49.6,635473920,2954010624,140640256,4096,1364344832,0,0,623529984,24707072,15773696,125403078,15715045,1
server,2024-04-15-17:12:56.963727,1713201176.9638247,29.9,635473920,2953977856,140640256,4096,1364312064,0,0,623521792,24707072,15773696,125404879,15715265,1
server,2024-04-15-17:13:01.959029,1713201181.959091,10.0,635473920,2954010624,140640256,4096,1364344832,0,0,623534080,24707072,15773696,125422841,15715333,1
server,2024-04-15-17:13:06.965872,1713201186.9659522,29.9,635473920,2953977856,140640256,4096,1364312064,0,0,623521792,24707072,15773696,125424642,15715470,1
server,2024-04-15-17:13:11.973081,1713201191.973157,38.9,635473920,2954010624,140640256,4096,1364348928,0,0,623538176,24707072,15773696,125442604,15715538,1
server,2024-04-15-17:13:16.964837,1713201196.964902,19.9,848732160,3137478656,140640256,4096,1580138496,0,0,836771840,24707072,15777792,125444753,15715826,1
server,2024-04-15-17:13:26.979308,1713201206.9793828,19.9,887861248,3219267584,140640256,4096,1618550784,0,0,875999232,24707072,15777792,125446554,15716796,1
server,2024-04-15-17:13:31.971019,1713201211.971099,39.5,689754112,2956107776,140640256,4096,1418678272,0,0,677650432,24707072,15781888,125464516,15717126,1
server,2024-04-15-17:13:36.966934,1713201216.967026,29.9,689754112,2956075008,140640256,4096,1418645504,0,0,677634048,24707072,15781888,125466317,15717263,1
server,2024-04-15-17:13:41.975800,1713201221.9758894,39.6,689754112,2956107776,140640256,4096,1418686464,0,0,677654528,24707072,15781888,125484279,15717331,1
server,2024-04-15-17:13:46.975972,1713201226.9760551,10.0,689754112,2956075008,140640256,4096,1418653696,0,0,677642240,24707072,15781888,125486080,15717468,1
server,2024-04-15-17:13:51.973736,1713201231.9738312,39.4,689754112,2956107776,140640256,4096,1418690560,0,0,677658624,24707072,15785984,125504042,15717689,1
server,2024-04-15-17:13:56.976911,1713201236.9769986,19.9,689754112,2956075008,140640256,4096,1418657792,0,0,676782080,24707072,15790080,125505843,15718070,1
server,2024-04-15-17:14:01.984666,1713201241.984748,28.5,689754112,2956091392,140640256,4096,1418674176,0,0,676749312,24707072,15790080,125523805,15718138,1
server,2024-04-15-17:14:06.971372,1713201246.9714358,19.6,689754112,2956075008,140640256,4096,1418657792,0,0,676741120,24707072,15790080,125525606,15718275,1
server,2024-04-15-17:14:11.970686,1713201251.970768,28.8,689754112,2956107776,140640256,4096,1418690560,0,0,676757504,24707072,15794176,125543742,15718567,1
server,2024-04-15-17:14:16.959414,1713201256.9594705,49.8,689754112,2956075008,140640256,4096,1418657792,0,0,676745216,24707072,15794176,125545543,15718784,1
server,2024-04-15-17:14:21.973282,1713201261.9733655,19.9,689754112,2956107776,140640256,4096,1418690560,0,0,676757504,24707072,15794176,125563505,15718852,1
server,2024-04-15-17:14:26.978444,1713201266.9785144,20.0,689754112,2956075008,140640256,4096,1418657792,0,0,676749312,24707072,15794176,125565306,15719154,1
server,2024-04-15-17:14:31.966088,1713201271.966179,19.8,689754112,2956107776,140640256,4096,1418694656,0,0,676769792,24707072,15794176,125583268,15719222,1
server,2024-04-15-17:14:36.962835,1713201276.9629047,19.9,689754112,2956075008,140640256,4096,1418661888,0,0,676761600,24707072,15798272,125585069,15719512,1
server,2024-04-15-17:14:41.972800,1713201281.9728746,19.9,689754112,2956107776,140640256,4096,1418694656,0,0,676777984,24707072,15798272,125603031,15719580,1
server,2024-04-15-17:14:46.969953,1713201286.9700215,19.8,689754112,2956075008,140640256,4096,1418661888,0,0,676761600,24707072,15798272,125604832,15719717,1
server,2024-04-15-17:14:51.972429,1713201291.9724987,38.8,689754112,2956091392,140640256,4096,1418678272,0,0,676765696,24707072,15802368,125622794,15719946,1
server,2024-04-15-17:14:56.971285,1713201296.9713614,69.7,689754112,2956075008,140640256,4096,1418661888,0,0,676712448,24707072,15802368,125624595,15720166,1
server,2024-04-15-17:15:01.983955,1713201301.98403,69.7,689754112,2956091392,140640256,4096,1418678272,0,0,676728832,24707072,15802368,125642731,15720458,1
server,2024-04-15-17:15:06.983057,1713201306.9831345,29.9,689754112,2956075008,140640256,4096,1418661888,0,0,676720640,24707072,15802368,125644532,15720675,1
server,2024-04-15-17:15:11.981522,1713201311.981611,38.5,689754112,2956091392,140640256,4096,1418678272,0,0,676732928,24707072,15806464,125662494,15720817,1
server,2024-04-15-17:15:16.968909,1713201316.9689758,58.6,689754112,2956075008,140640256,4096,1418661888,0,0,676724736,24707072,15806464,125664295,15721033,1
server,2024-04-15-17:15:21.972198,1713201321.9722803,39.8,689754112,2956091392,140640256,4096,1418678272,0,0,676732928,24707072,15806464,125682257,15721183,1
server,2024-04-15-17:15:27.002695,1713201327.0027738,19.9,689754112,2956091392,140640256,4096,1418678272,0,0,676728832,24707072,15806464,125693900,15721468,1
server,2024-04-15-17:15:31.967971,1713201331.9680557,29.8,689754112,2956107776,140640256,4096,1418694656,0,0,676737024,24707072,15806464,125711862,15721536,1
