name,epochs,batches,average-batch-size,action-time-start,action-time-end,action-total-seconds,cycle
logistic-regression-training,10,5,720000.0,1713201056.2214239,1713201157.648445,101.42702,1
logistic-regression-testing,0,1563,63.97952655150352,1713201157.6957424,1713201161.597456,3.90171,1
logistic-regression-evaluation,0,1563,63.97952655150352,1713201161.7231827,1713201166.127758,4.40458,1
logistic-regression-evaluation,0,1563,63.97952655150352,1713201452.7100987,1713201457.0216622,4.31156,1
logistic-regression-evaluation,0,1563,63.97952655150352,1713201803.0613322,1713201807.5350487,4.47372,2
logistic-regression-evaluation,0,1563,63.97952655150352,1713202152.7446113,1713202156.7879972,4.04339,3
logistic-regression-evaluation,0,1563,63.97952655150352,1713202502.632599,1713202506.7110448,4.07845,4
logistic-regression-evaluation,0,1563,63.97952655150352,1713202852.8151991,1713202856.822393,4.00719,5
