name,action-time-start,action-time-end,action-total-seconds,cycle
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201352.2810407,1713201352.4814239,0.20038,1
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201361.7819085,1713201361.9063404,0.12443,1
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201361.9213684,1713201362.0892198,0.16785,1
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201371.771753,1713201371.8345914,0.06284,1
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201371.9463084,1713201372.2182534,0.27194,1
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201381.7809854,1713201381.8994462,0.11846,1
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201382.1029022,1713201382.367591,0.26469,1
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201391.7688994,1713201391.8833857,0.11449,1
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201391.8708012,1713201391.972975,0.10217,1
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201401.7677422,1713201401.8716187,0.10388,1
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201401.8803384,1713201402.063179,0.18284,1
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201411.7775068,1713201411.8973584,0.11985,1
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201411.872124,1713201412.026584,0.15446,1
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201421.7709315,1713201421.818355,0.04742,1
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201421.8831534,1713201422.005331,0.12218,1
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201431.7739568,1713201431.9042096,0.13025,1
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201431.8820634,1713201432.0051672,0.1231,1
update-from-worker-<built-in function id>,1713201431.9182825,1713201432.633449,0.71517,1
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201441.7758238,1713201441.8288,0.05298,1
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201441.8803208,1713201442.0720835,0.19176,1
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201451.7727983,1713201451.8841157,0.11132,1
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201451.8742075,1713201452.0494397,0.17523,1
update-global-model,1713201451.8393483,1713201452.3965604,0.55721,1
evaluate-global-model,1713201452.5220912,1713201458.0212228,5.49913,1
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201461.7716947,1713201461.8658338,0.09414,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201461.8740122,1713201461.9802938,0.10628,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201471.7765481,1713201471.8917596,0.11521,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201471.875249,1713201472.2920494,0.4168,2
split-data-between-workers,1713201471.8406222,1713201479.3499215,7.5093,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201481.7730823,1713201482.135506,0.36242,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201482.137511,1713201482.381684,0.24417,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201491.7719688,1713201491.8881931,0.11622,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201491.8706005,1713201491.9868178,0.11622,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201501.772937,1713201501.889406,0.11647,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201501.8722787,1713201502.0738502,0.20157,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201511.7776453,1713201511.892528,0.11488,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201511.8770094,1713201512.1263409,0.24933,2
split-data-between-workers,1713201511.8387911,1713201518.6666062,6.82782,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201521.7724733,1713201521.8236046,0.05113,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201521.873049,1713201521.9817526,0.1087,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201531.7774136,1713201531.8346457,0.05723,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201531.8767157,1713201532.0914228,0.21471,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201541.7720277,1713201541.880109,0.10808,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201541.8702908,1713201541.9956257,0.12533,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201551.7735531,1713201551.8921134,0.11856,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201551.8772664,1713201551.9944146,0.11715,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201562.938708,1713201563.7771046,0.8384,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201563.6150439,1713201563.799113,0.18407,2
send-context-to-workers,1713201552.0510283,1713201567.7272985,15.67627,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201571.7739036,1713201571.884279,0.11038,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201571.8744297,1713201571.9496458,0.07522,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201581.7719655,1713201581.8908398,0.11887,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201581.874583,1713201582.01449,0.13991,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201591.878489,1713201592.2325678,0.35408,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201591.777847,1713201591.8978844,0.12004,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201601.875258,1713201602.0810869,0.20583,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201601.841767,1713201602.3362467,0.49448,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201611.8773124,1713201612.0791929,0.20188,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201612.0135818,1713201612.200518,0.18694,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201621.822415,1713201621.9464207,0.12401,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201621.8799675,1713201622.1087692,0.2288,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201631.8790302,1713201632.0225048,0.14347,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201632.186376,1713201632.4919877,0.30561,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201641.8797913,1713201642.0871232,0.20733,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201642.071699,1713201642.4058132,0.33411,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201651.8749802,1713201652.1432343,0.26825,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201651.8226788,1713201652.0448844,0.22221,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201662.221629,1713201662.3006175,0.07899,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201662.3155873,1713201662.434303,0.11872,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201671.8810506,1713201672.2756567,0.39461,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201671.8912466,1713201672.2030156,0.31177,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201681.9587796,1713201682.0618849,0.10311,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201682.2382371,1713201682.5941365,0.3559,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201691.840567,1713201691.944995,0.10443,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201692.1949875,1713201692.3383422,0.14335,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201701.772087,1713201701.828976,0.05689,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201702.176887,1713201702.3455074,0.16862,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201711.7697544,1713201711.8223894,0.05263,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201711.92724,1713201712.2160177,0.28878,2
update-from-worker-<built-in function id>,1713201711.8551292,1713201712.5834727,0.72834,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201721.772259,1713201721.8869927,0.11473,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201721.8973844,1713201722.1661978,0.26881,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201731.7734323,1713201731.8835642,0.11013,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201731.9821846,1713201732.1599557,0.17777,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201741.7706268,1713201741.877609,0.10698,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201742.2797985,1713201742.3524733,0.07267,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201751.8961418,1713201752.198546,0.3024,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201751.7750552,1713201751.9011998,0.12614,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201761.8784575,1713201762.078649,0.20019,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201761.7790492,1713201761.9021819,0.12313,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201771.7732584,1713201771.8921103,0.11885,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201771.8740425,1713201772.1277604,0.25372,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201781.7714005,1713201781.8825824,0.11118,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201781.869834,1713201781.9945135,0.12468,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201791.7780125,1713201791.9144228,0.13641,2
update-from-worker-<built-in function id>,1713201791.9010599,1713201792.2370813,0.33602,2
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201791.8735113,1713201792.098191,0.22468,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201801.7771015,1713201801.8879316,0.11083,2
update-global-model,1713201801.8399718,1713201802.7046928,0.86472,2
evaluate-global-model,1713201802.920124,1713201808.5319061,5.61178,2
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201811.7745981,1713201811.8659408,0.09134,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201811.8784778,1713201812.0884562,0.20998,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201821.7719278,1713201821.8633332,0.09141,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201821.8723302,1713201821.986866,0.11454,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201831.7758057,1713201831.8955536,0.11975,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201831.8772256,1713201832.1199627,0.24274,3
split-data-between-workers,1713201831.840044,1713201843.783779,11.94373,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201842.8783178,1713201843.8780336,0.99972,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201842.8737462,1713201843.8191383,0.94539,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201851.778655,1713201851.987599,0.20894,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201851.874477,1713201852.2718978,0.39742,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201861.8747394,1713201862.003475,0.12874,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201861.7773232,1713201861.8884165,0.11109,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201871.774677,1713201871.8916025,0.11693,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201871.8741214,1713201872.0385113,0.16439,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201882.508181,1713201882.7930572,0.28488,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201881.9919527,1713201882.7204704,0.72852,3
send-context-to-workers,1713201872.112638,1713201885.952475,13.83984,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201891.7742178,1713201891.8954544,0.12124,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201891.8797047,1713201892.13891,0.25921,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201901.7707255,1713201901.8230908,0.05237,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201901.8786263,1713201902.02433,0.1457,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201911.7761562,1713201911.8416605,0.0655,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201911.885091,1713201911.9838223,0.09873,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201921.7771952,1713201921.9067316,0.12954,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201921.8792305,1713201922.0710003,0.19177,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201931.87217,1713201931.9960725,0.1239,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201931.7724593,1713201931.8835459,0.11109,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201941.7709858,1713201941.8776023,0.10662,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201941.871058,1713201941.995838,0.12478,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201951.7792113,1713201951.9042804,0.12507,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201951.8795226,1713201952.2235477,0.34403,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201961.9054456,1713201962.1089718,0.20353,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201961.8809736,1713201962.2193928,0.33842,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201972.1149771,1713201972.3733408,0.25836,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201972.3093307,1713201972.6528962,0.34357,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201981.9168203,1713201982.2752256,0.35841,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201981.9244466,1713201982.3965018,0.47206,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713201991.7812395,1713201991.897309,0.11607,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713201991.9677846,1713201992.1828277,0.21504,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202002.002676,1713202002.1812515,0.17858,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202001.9603639,1713202002.3376648,0.3773,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202011.773692,1713202011.8891616,0.11547,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202011.952662,1713202012.1669881,0.21433,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202021.9599187,1713202022.1953108,0.23539,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202021.839034,1713202022.2609265,0.42189,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202031.7952511,1713202031.9214997,0.12625,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202032.2452643,1713202032.4037848,0.15852,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202041.8406887,1713202042.0273044,0.18662,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202041.964216,1713202042.112788,0.14857,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202052.0644593,1713202052.4184926,0.35403,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202052.1283374,1713202052.5604537,0.43212,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202062.10839,1713202062.3397093,0.23132,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202062.1748037,1713202062.3795233,0.20472,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202071.7863638,1713202071.9133863,0.12702,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202071.8828797,1713202072.5057883,0.62291,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202081.7685645,1713202081.8735337,0.10497,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202081.8700562,1713202081.9905162,0.12046,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202091.7796335,1713202091.8899844,0.11035,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202091.8696246,1713202092.0029986,0.13337,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202101.784824,1713202101.8650744,0.08025,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202101.8913682,1713202102.3344884,0.44312,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202111.8780167,1713202112.1259794,0.24796,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202111.7767956,1713202111.9089003,0.1321,3
update-from-worker-<built-in function id>,1713202111.8217838,1713202112.1771939,0.35541,3
update-from-worker-<built-in function id>,1713202111.90282,1713202112.5109217,0.6081,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202121.7715657,1713202121.8809843,0.10942,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202121.87073,1713202121.9960916,0.12536,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202131.8773797,1713202132.014049,0.13667,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202131.7770154,1713202131.8881216,0.11111,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202141.7720256,1713202141.8795233,0.1075,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202141.869893,1713202141.9423835,0.07249,3
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713202151.772764,1713202151.8374434,0.06468,3
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713202151.8801508,1713202152.0985985,0.21845,3
