name,status-code,payload-size-bytes,processing-time-seconds,elapsed-time-seconds,action-time-start,action-time-end,action-total-seconds,worker,cycle
sending-info-to-central,200,448,0.4519791603088379,0.402971,1713201001.7545354,1713201002.2065146,0.45198,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,0.5573492050170898,0.537299,1713201011.7541993,1713201012.3115485,0.55735,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,0.2525644302368164,0.237011,1713201021.7544441,1713201022.0070086,0.25256,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,4.6760735511779785,4.654723,1713201031.7540598,1713201036.4301333,4.67607,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,0.23246288299560547,0.218025,1713201041.7540274,1713201041.9864902,0.23246,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,0.2380976676940918,0.214793,1713201051.7543948,1713201051.9924924,0.2381,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,0.9339089393615723,0.911246,1713201061.754143,1713201062.688052,0.93391,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,0.6756606101989746,0.653702,1713201071.754133,1713201072.4297936,0.67566,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,1.9926731586456299,1.952877,1713201081.7541633,1713201083.7468364,1.99267,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,0.2708892822265625,0.253887,1713201091.7542334,1713201092.0251226,0.27089,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,0.9273030757904053,0.913869,1713201101.754031,1713201102.681334,0.9273,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,1.9926066398620605,1.979099,1713201111.7541735,1713201113.7467802,1.99261,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,0.8958284854888916,0.88378,1713201121.7541583,1713201122.6499867,0.89583,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
sending-info-to-central,200,450,1.1670548915863037,1.147924,1713201131.754059,1713201132.921114,1.16705,66e8acb0-574e-4392-a8ab-cdcb9fca760a,1
