name,action-time-start,action-time-end,action-total-seconds,cycle
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199147.1682014,1713199147.2892754,0.12107,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199147.1432219,1713199147.322529,0.17931,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199157.1470246,1713199157.2642457,0.11722,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199157.1735535,1713199157.3414524,0.1679,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199167.148305,1713199167.25324,0.10494,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199177.1494887,1713199177.2717803,0.12229,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199177.64406,1713199177.7455227,0.10146,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199187.3763163,1713199187.5150366,0.13872,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199187.4637713,1713199187.6045666,0.1408,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199197.2581103,1713199197.3928425,0.13473,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199197.613783,1713199197.881211,0.26743,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199207.356113,1713199207.4924293,0.13632,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199207.6478546,1713199207.8004227,0.15257,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199217.1437964,1713199217.265224,0.12143,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199217.6405048,1713199217.9630828,0.32258,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199227.213373,1713199227.3584604,0.14509,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199227.2447326,1713199227.4252021,0.18047,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199237.1620293,1713199237.2993264,0.1373,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199237.2678192,1713199237.3715599,0.10374,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199247.1394596,1713199247.2563572,0.1169,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199247.1824646,1713199247.4155877,0.23312,4
update-from-worker-<built-in function id>,1713199247.169679,1713199247.4709048,0.30123,4
store-worker-66e8acb0-574e-4392-a8ab-cdcb9fca760a,1713199257.1421988,1713199257.2744627,0.13226,4
store-worker-e773520a-073e-4b2e-8f27-15275cfd8d4e,1713199257.1695669,1713199257.3034492,0.13388,4
