name,date,time,cpu-percent,ram-resident-set-size-bytes,ram-virtual-memory-size-bytes,ram-shared-memory-bytes,ram-code-segment-size-bytes,ram-data-segment-size-bytes,ram-library-size-bytes,ram-dirty-pages-bytes,ram-unique-set-size-bytes,disk-read-bytes,disk-write-bytes,disk-read-characters-bytes,disk-write-characters-bytes,cycle
server,2024-04-15-16:26:12.704990,1713198372.7050493,29.9,767717376,3058606080,141950976,4096,1549717504,0,0,755462144,112357376,11034624,101214260,10713774,1
server,2024-04-15-16:26:17.707283,1713198377.7073355,19.9,658878464,2995691520,141950976,4096,1500753920,0,0,646520832,112357376,11038720,101232205,10714351,1
server,2024-04-15-16:26:22.716033,1713198382.7160902,10.0,658878464,2995691520,141950976,4096,1500753920,0,0,646520832,112357376,11038720,101233992,10714351,1
server,2024-04-15-16:26:27.729139,1713198387.7292051,67.9,658878464,2995691520,141950976,4096,1500762112,0,0,646524928,112357376,11038720,101251938,10714717,1
server,2024-04-15-16:26:32.712427,1713198392.7124872,19.5,658878464,2995691520,141950976,4096,1500762112,0,0,646266880,112357376,11038720,101253725,10714800,1
server,2024-04-15-16:26:37.714755,1713198397.714828,39.6,658878464,2995691520,141950976,4096,1500762112,0,0,646266880,112357376,11038720,101271671,10715005,1
server,2024-04-15-16:26:42.709988,1713198402.710068,19.9,658878464,2995691520,141950976,4096,1500762112,0,0,646266880,112357376,11038720,101273458,10715005,1
server,2024-04-15-16:26:47.715068,1713198407.7151217,68.1,658878464,2995691520,141950976,4096,1500762112,0,0,646266880,112357376,11042816,101291404,10715363,1
server,2024-04-15-16:26:52.717233,1713198412.7172842,19.9,658878464,2995691520,141950976,4096,1500762112,0,0,646266880,112357376,11042816,101293191,10715363,1
server,2024-04-15-16:26:57.713066,1713198417.7131245,57.2,658878464,2995691520,141950976,4096,1500762112,0,0,646266880,112357376,11042816,101311311,10715957,1
server,2024-04-15-16:27:02.708669,1713198422.7087321,19.9,658878464,2995691520,141950976,4096,1500762112,0,0,646270976,112357376,11042816,101313098,10716037,1
server,2024-04-15-16:27:07.711561,1713198427.7116468,39.7,658878464,2995691520,141950976,4096,1500762112,0,0,646270976,112357376,11042816,101331045,10716242,1
server,2024-04-15-16:27:12.711379,1713198432.7114658,19.8,658878464,2995691520,141950976,4096,1500762112,0,0,646270976,112357376,11042816,101332832,10716242,1
server,2024-04-15-16:27:17.710152,1713198437.710213,59.6,658878464,2995691520,141950976,4096,1500762112,0,0,646270976,112357376,11042816,101350779,10716447,1
server,2024-04-15-16:27:22.710147,1713198442.7102091,39.8,658878464,2995691520,141950976,4096,1500762112,0,0,646270976,112357376,11042816,101352566,10716447,1
server,2024-04-15-16:27:27.731654,1713198447.73174,67.3,658878464,2995691520,141950976,4096,1500762112,0,0,646270976,112357376,11046912,101370513,10716970,1
