name,action-time-start,action-time-end,action-total-seconds,cycle
check-workers,1713198427.5815153,1713198427.614929,0.03341,1
system-monitoring,1713198427.5838516,1713198427.7372158,0.15336,1
server-monitoring,1713198427.5831554,1713198427.8183177,0.23516,1
check-workers,1713198432.581528,1713198432.6838095,0.10228,1
server-monitoring,1713198432.5833905,1713198432.7921762,0.20879,1
check-workers,1713198437.581524,1713198437.6227338,0.04121,1
system-monitoring,1713198437.5836966,1713198437.7378075,0.15411,1
server-monitoring,1713198437.5831594,1713198437.7994301,0.21627,1
check-workers,1713198442.581686,1713198442.65622,0.07453,1
server-monitoring,1713198442.583506,1713198442.7594151,0.17591,1
check-workers,1713198447.5822096,1713198447.6861525,0.10394,1
data-pipeline,1713198447.5850582,1713198447.7096727,0.12461,1
update-pipeline,1713198447.5861223,1713198447.7470763,0.16095,1
system-monitoring,1713198447.5843215,1713198447.9037504,0.31943,1
server-monitoring,1713198447.5840344,1713198447.9791665,0.39513,1
check-workers,1713198452.5813725,1713198452.6254992,0.04413,1
server-monitoring,1713198452.5840065,1713198452.7769506,0.19294,1
check-workers,1713198457.581791,1713198457.6236885,0.0419,1
system-monitoring,1713198457.584315,1713198457.745597,0.16128,1
server-monitoring,1713198457.5840664,1713198457.8237336,0.23967,1
check-workers,1713198462.5810826,1713198462.6238394,0.04276,1
server-monitoring,1713198462.582539,1713198462.7571812,0.17464,1
check-workers,1713198467.581237,1713198467.6350508,0.05381,1
aggregation-pipeline,1713198467.584683,1713198467.6800933,0.09541,1
system-monitoring,1713198467.5842218,1713198467.8793356,0.29511,1
server-monitoring,1713198467.583582,1713198467.9291394,0.34556,1
check-workers,1713198472.5812495,1713198472.6233163,0.04207,1
server-monitoring,1713198472.582994,1713198472.7730923,0.1901,1
check-workers,1713198477.5815625,1713198477.6515684,0.07001,1
data-pipeline,1713198477.5842705,1713198477.6742969,0.09003,1
system-monitoring,1713198477.5838556,1713198478.027112,0.44326,1
server-monitoring,1713198477.583537,1713198478.1009638,0.51743,1
check-workers,1713198482.5811293,1713198482.6305068,0.04938,1
server-monitoring,1713198482.5829182,1713198482.7870905,0.20417,1
check-workers,1713198487.581546,1713198487.695598,0.11405,1
update-pipeline,1713198487.5840948,1713198487.717062,0.13297,1
server-monitoring,1713198487.5831053,1713198487.9202914,0.33719,1
system-monitoring,1713198487.583366,1713198488.020621,0.43726,1
check-workers,1713198492.5815082,1713198492.6316695,0.05016,1
server-monitoring,1713198492.5839484,1713198492.7829118,0.19896,1
check-workers,1713198497.581482,1713198497.6256757,0.04419,1
system-monitoring,1713198497.583748,1713198497.7429178,0.15917,1
server-monitoring,1713198497.5835056,1713198497.8143954,0.23089,1
check-workers,1713198502.5814624,1713198502.637103,0.05564,1
server-monitoring,1713198502.5834842,1713198502.7721899,0.18871,1
check-workers,1713198507.5821157,1713198507.6895022,0.10739,1
data-pipeline,1713198507.5867648,1713198507.7722504,0.18549,1
model-pipeline,1713198507.587176,1713198507.6470234,0.05985,1
check-workers,1713198512.581084,1713198512.6894543,0.10837,1
server-monitoring,1713198512.5831535,1713198512.81245,0.2293,1
check-workers,1713198517.581585,1713198517.731058,0.14947,1
aggregation-pipeline,1713198517.5844393,1713198517.7456036,0.16116,1
server-monitoring,1713198517.583188,1713198517.8962772,0.31309,1
system-monitoring,1713198517.5842273,1713198517.824804,0.24058,1
check-workers,1713198522.5812962,1713198522.696161,0.11486,1
server-monitoring,1713198522.5840175,1713198522.7987714,0.21475,1
check-workers,1713198527.5832903,1713198527.7218862,0.1386,1
update-pipeline,1713198527.5839782,1713198527.7582643,0.17429,1
server-monitoring,1713198527.5834472,1713198528.136811,0.55336,1
system-monitoring,1713198527.5837214,1713198527.9091182,0.3254,1
check-workers,1713198532.5816274,1713198532.6842873,0.10266,1
server-monitoring,1713198532.5834627,1713198532.7988856,0.21542,1
check-workers,1713198537.5816097,1713198537.6158254,0.03422,1
data-pipeline,1713198537.584603,1713198537.6907632,0.10616,1
system-monitoring,1713198537.5840073,1713198537.8025033,0.2185,1
server-monitoring,1713198537.5832443,1713198537.9797091,0.39646,1
check-workers,1713198542.5814111,1713198542.6853,0.10389,1
server-monitoring,1713198542.5833173,1713198542.7967873,0.21347,1
check-workers,1713198547.581666,1713198547.634837,0.05317,1
system-monitoring,1713198547.585063,1713198547.8254085,0.24035,1
check-workers,1713198552.5816283,1713198552.68162,0.09999,1
server-monitoring,1713198552.583556,1713198552.7910776,0.20752,1
check-workers,1713198557.5812824,1713198557.6269972,0.04571,1
system-monitoring,1713198557.583444,1713198557.740624,0.15718,1
server-monitoring,1713198557.5831635,1713198557.8011672,0.218,1
check-workers,1713198562.5812857,1713198562.6909096,0.10962,1
server-monitoring,1713198562.5830216,1713198562.8114417,0.22842,1
model-pipeline,1713198567.5863726,1713198567.637918,0.05155,1
data-pipeline,1713198567.5860443,1713198567.7344043,0.14836,1
check-workers,1713198567.5828674,1713198567.793602,0.21073,1
system-monitoring,1713198567.5854723,1713198568.073534,0.48806,1
server-monitoring,1713198567.5848827,1713198568.2224352,0.63755,1
update-pipeline,1713198567.5868022,1713198567.7657695,0.17897,1
check-workers,1713198572.581355,1713198572.6308131,0.04946,1
server-monitoring,1713198572.5836582,1713198572.8408394,0.25718,1
aggregation-pipeline,1713198567.5910842,1713198573.0258145,5.43473,2
check-workers,1713198577.581612,1713198577.6194062,0.03779,2
system-monitoring,1713198577.5841818,1713198577.7272353,0.14305,2
server-monitoring,1713198577.5834727,1713198577.834435,0.25096,2
check-workers,1713198582.5815797,1713198582.6943963,0.11282,2
server-monitoring,1713198582.5834682,1713198582.7960591,0.21259,2
check-workers,1713198587.5815244,1713198587.6231947,0.04167,2
system-monitoring,1713198587.5837035,1713198587.7336423,0.14994,2
server-monitoring,1713198587.583196,1713198587.9090805,0.32588,2
check-workers,1713198592.581507,1713198592.685441,0.10393,2
server-monitoring,1713198592.583399,1713198592.7772288,0.19383,2
check-workers,1713198597.5817916,1713198597.6170113,0.03522,2
data-pipeline,1713198597.5846355,1713198597.6524563,0.06782,2
system-monitoring,1713198597.5842164,1713198597.7842984,0.20008,2
server-monitoring,1713198597.5835922,1713198597.8383634,0.25477,2
check-workers,1713198602.5814037,1713198602.6599534,0.07855,2
server-monitoring,1713198602.5833678,1713198602.7580135,0.17465,2
check-workers,1713198607.581646,1713198607.621293,0.03965,2
system-monitoring,1713198607.5843472,1713198610.2621756,2.67783,2
server-monitoring,1713198607.5835009,1713198610.3030918,2.71959,2
check-workers,1713198612.7208862,1713198613.222414,0.50153,2
server-monitoring,1713198612.722119,1713198613.3123052,0.59019,2
update-pipeline,1713198607.5847423,1713198613.3820713,5.79733,2
check-workers,1713198617.5815554,1713198617.6340055,0.05245,2
aggregation-pipeline,1713198617.5852742,1713198617.6586432,0.07337,2
system-monitoring,1713198617.5850534,1713198617.9537807,0.36873,2
server-monitoring,1713198617.5839906,1713198618.012258,0.42827,2
check-workers,1713198622.5815382,1713198622.6861436,0.10461,2
server-monitoring,1713198622.5834112,1713198622.7793999,0.19599,2
check-workers,1713198627.581982,1713198627.619416,0.03743,2
model-pipeline,1713198627.5861733,1713198627.6624672,0.07629,2
system-monitoring,1713198627.584294,1713198627.823045,0.23875,2
data-pipeline,1713198627.584818,1713198627.7385232,0.15371,2
server-monitoring,1713198627.5838122,1713198627.8641171,0.2803,2
check-workers,1713198632.581538,1713198632.6832926,0.10175,2
server-monitoring,1713198632.5834854,1713198632.781904,0.19842,2
check-workers,1713198637.5816507,1713198637.6861415,0.10449,2
system-monitoring,1713198637.5841546,1713198637.802081,0.21793,2
server-monitoring,1713198637.5835042,1713198637.8532848,0.26978,2
check-workers,1713198642.5816088,1713198642.6841354,0.10253,2
server-monitoring,1713198642.5836,1713198642.779358,0.19576,2
check-workers,1713198647.581361,1713198647.6180427,0.03668,2
system-monitoring,1713198647.5852163,1713198647.7664454,0.18123,2
server-monitoring,1713198647.5836675,1713198647.8457854,0.26212,2
check-workers,1713198653.2784712,1713198654.263238,0.98477,2
update-pipeline,1713198647.5854335,1713198656.020597,8.43516,2
system-monitoring,1713198657.5844932,1713198657.9034872,0.31899,2
data-pipeline,1713198657.5848415,1713198657.7298505,0.14501,2
check-workers,1713198657.5820866,1713198657.711161,0.12907,2
server-monitoring,1713198657.584039,1713198657.991287,0.40725,2
check-workers,1713198662.5814648,1713198662.6843011,0.10284,2
server-monitoring,1713198662.583317,1713198662.787373,0.20406,2
check-workers,1713198667.5813854,1713198667.6191106,0.03773,2
aggregation-pipeline,1713198667.584201,1713198667.6852684,0.10107,2
server-monitoring,1713198667.5830464,1713198667.8224087,0.23936,2
system-monitoring,1713198667.5839646,1713198667.8679872,0.28402,2
check-workers,1713198672.5815914,1713198672.6798756,0.09828,2
server-monitoring,1713198672.5834532,1713198672.8014507,0.218,2
check-workers,1713198677.5815387,1713198677.6162663,0.03473,2
system-monitoring,1713198677.5836537,1713198677.7467494,0.1631,2
server-monitoring,1713198677.5831928,1713198677.8055305,0.22234,2
check-workers,1713198682.5817869,1713198682.6809137,0.09913,2
server-monitoring,1713198682.5835757,1713198682.7793102,0.19573,2
model-pipeline,1713198687.5852177,1713198687.6316183,0.0464,2
check-workers,1713198687.582172,1713198687.6690097,0.08684,2
data-pipeline,1713198687.5849688,1713198687.683946,0.09898,2
update-pipeline,1713198687.5855987,1713198687.7166839,0.13109,2
system-monitoring,1713198687.5847752,1713198687.9101384,0.32536,2
server-monitoring,1713198687.5842469,1713198687.9552968,0.37105,2
check-workers,1713198692.5813806,1713198692.634437,0.05306,2
server-monitoring,1713198692.5839586,1713198692.7846947,0.20074,2
check-workers,1713198697.5814443,1713198697.6626234,0.08118,2
system-monitoring,1713198697.58182,1713198697.7950492,0.21323,2
server-monitoring,1713198697.581589,1713198697.8709722,0.28938,2
check-workers,1713198702.581061,1713198702.6096275,0.02857,2
server-monitoring,1713198702.5823848,1713198702.7594137,0.17703,2
check-workers,1713198707.5809858,1713198707.6466036,0.06562,2
system-monitoring,1713198707.581597,1713198707.8505385,0.26894,2
server-monitoring,1713198707.5813851,1713198707.8980687,0.31668,2
check-workers,1713198712.5812035,1713198712.628889,0.04769,2
server-monitoring,1713198712.5830317,1713198712.8755577,0.29253,2
check-workers,1713198717.5818393,1713198717.6231651,0.04133,2
aggregation-pipeline,1713198717.5847542,1713198717.6996818,0.11493,2
data-pipeline,1713198717.5845106,1713198717.8434358,0.25893,2
system-monitoring,1713198717.5842848,1713198717.8962517,0.31197,2
server-monitoring,1713198717.5837994,1713198718.074998,0.4912,2
check-workers,1713198722.5813606,1713198722.6311004,0.04974,2
server-monitoring,1713198722.5835907,1713198722.7859783,0.20239,2
check-workers,1713198727.5844731,1713198727.630962,0.04649,2
update-pipeline,1713198727.5858343,1713198727.7204745,0.13464,2
server-monitoring,1713198727.5850928,1713198727.947986,0.36289,2
system-monitoring,1713198727.5855775,1713198727.9839094,0.39833,2
check-workers,1713198732.5811653,1713198732.619593,0.03843,2
server-monitoring,1713198732.5826964,1713198732.767984,0.18529,2
check-workers,1713198737.5816765,1713198737.6348753,0.0532,2
system-monitoring,1713198737.5823562,1713198737.7564309,0.17407,2
server-monitoring,1713198737.5818157,1713198737.8179672,0.23615,2
check-workers,1713198742.5811605,1713198742.618128,0.03697,2
server-monitoring,1713198742.582658,1713198742.7834253,0.20077,2
check-workers,1713198747.5820823,1713198747.6574543,0.07537,2
model-pipeline,1713198747.5852227,1713198747.629874,0.04465,2
data-pipeline,1713198747.5850046,1713198747.7014604,0.11646,2
system-monitoring,1713198747.584625,1713198747.8468242,0.2622,2
server-monitoring,1713198747.58439,1713198747.9598784,0.37549,2
check-workers,1713198752.5810356,1713198752.6146827,0.03365,2
server-monitoring,1713198752.582388,1713198752.8651185,0.28273,2
check-workers,1713198757.581495,1713198757.6229503,0.04146,2
system-monitoring,1713198757.5833967,1713198757.9626844,0.37929,2
server-monitoring,1713198757.583173,1713198758.025014,0.44184,2
check-workers,1713198762.58153,1713198762.6822646,0.10073,2
server-monitoring,1713198762.5833695,1713198762.782013,0.19864,2
update-pipeline,1713198767.585275,1713198767.737281,0.15201,2
check-workers,1713198767.5821767,1713198767.914373,0.3322,2
server-monitoring,1713198767.5845869,1713198768.3612058,0.77662,2
system-monitoring,1713198767.5850892,1713198768.3989723,0.81388,2
aggregation-pipeline,1713198767.5859034,1713198771.89224,4.30634,3
check-workers,1713198772.581184,1713198772.585067,0.00388,3
server-monitoring,1713198772.5827973,1713198772.751853,0.16906,3
check-workers,1713198777.5815537,1713198777.6917374,0.11018,3
system-monitoring,1713198777.5833762,1713198777.7927287,0.20935,3
data-pipeline,1713198777.5840116,1713198777.7341657,0.15015,3
server-monitoring,1713198777.583175,1713198777.9063966,0.32322,3
check-workers,1713198782.581475,1713198782.6824574,0.10098,3
server-monitoring,1713198782.5833216,1713198782.7765303,0.19321,3
check-workers,1713198787.5815113,1713198787.6149485,0.03344,3
system-monitoring,1713198787.5837164,1713198787.7434142,0.1597,3
server-monitoring,1713198787.5831757,1713198787.8320997,0.24892,3
check-workers,1713198792.5816216,1713198792.6818314,0.10021,3
server-monitoring,1713198792.5835266,1713198792.7984684,0.21494,3
check-workers,1713198797.581654,1713198797.615472,0.03382,3
system-monitoring,1713198797.5841846,1713198797.7401106,0.15593,3
server-monitoring,1713198797.5835116,1713198797.831312,0.2478,3
check-workers,1713198802.5815086,1713198802.616875,0.03537,3
server-monitoring,1713198802.5833938,1713198802.7571318,0.17374,3
model-pipeline,1713198807.5853257,1713198807.628076,0.04275,3
check-workers,1713198807.5813305,1713198807.6905377,0.10921,3
data-pipeline,1713198807.5848725,1713198807.7060363,0.12116,3
system-monitoring,1713198807.5844915,1713198811.6621246,4.07763,3
server-monitoring,1713198807.583462,1713198811.7458494,4.16239,3
check-workers,1713198812.7811346,1713198813.0447345,0.2636,3
update-pipeline,1713198807.585549,1713198813.0548575,5.46931,3
check-workers,1713198817.5815032,1713198817.6158023,0.0343,3
aggregation-pipeline,1713198817.5842557,1713198817.6483924,0.06414,3
system-monitoring,1713198817.5839767,1713198817.777565,0.19359,3
server-monitoring,1713198817.5831327,1713198817.8779457,0.29481,3
check-workers,1713198822.5813658,1713198822.6805625,0.0992,3
server-monitoring,1713198822.583268,1713198822.7861042,0.20284,3
check-workers,1713198827.581318,1713198827.6221151,0.0408,3
system-monitoring,1713198827.583721,1713198827.731839,0.14812,3
server-monitoring,1713198827.5830579,1713198827.7868166,0.20376,3
check-workers,1713198832.5813768,1713198832.6880298,0.10665,3
server-monitoring,1713198832.584136,1713198832.8048427,0.22071,3
check-workers,1713198837.5815606,1713198837.6182623,0.0367,3
data-pipeline,1713198837.5839767,1713198837.6870215,0.10304,3
system-monitoring,1713198837.5837586,1713198837.7964675,0.21271,3
server-monitoring,1713198837.583202,1713198837.869939,0.28674,3
check-workers,1713198842.5814788,1713198842.682352,0.10087,3
server-monitoring,1713198842.5833225,1713198842.779471,0.19615,3
check-workers,1713198847.581326,1713198847.6406167,0.05929,3
system-monitoring,1713198847.5838337,1713198847.7944045,0.21057,3
server-monitoring,1713198847.5833375,1713198847.9405706,0.35723,3
update-pipeline,1713198847.584124,1713198856.19364,8.60952,3
check-workers,1713198857.5815008,1713198857.62225,0.04075,3
system-monitoring,1713198857.5840666,1713198857.7533827,0.16932,3
server-monitoring,1713198857.5831776,1713198857.8273962,0.24422,3
check-workers,1713198862.5813828,1713198862.6894584,0.10808,3
server-monitoring,1713198862.5839286,1713198862.8319747,0.24805,3
check-workers,1713198867.5813296,1713198867.6383865,0.05706,3
model-pipeline,1713198867.5862033,1713198867.7331595,0.14696,3
aggregation-pipeline,1713198867.5868711,1713198867.91945,0.33258,3
system-monitoring,1713198867.5851185,1713198868.1151474,0.53003,3
check-workers,1713198872.5815766,1713198872.6954248,0.11385,3
server-monitoring,1713198872.5837035,1713198872.792845,0.20914,3
check-workers,1713198877.5815382,1713198877.6173556,0.03582,3
system-monitoring,1713198877.5836709,1713198877.7338119,0.15014,3
server-monitoring,1713198877.5832,1713198877.7883604,0.20516,3
check-workers,1713198882.5814164,1713198882.6964843,0.11507,3
server-monitoring,1713198882.5832489,1713198882.8006124,0.21736,3
check-workers,1713198887.5815222,1713198887.6172857,0.03576,3
update-pipeline,1713198887.5853405,1713198887.6525471,0.06721,3
system-monitoring,1713198887.5838246,1713198887.787253,0.20343,3
server-monitoring,1713198887.5832071,1713198887.8216667,0.23846,3
check-workers,1713198892.5811665,1713198892.689656,0.10849,3
server-monitoring,1713198892.58292,1713198892.80055,0.21763,3
check-workers,1713198897.581591,1713198897.6159515,0.03436,3
data-pipeline,1713198897.5846715,1713198897.679957,0.09529,3
system-monitoring,1713198897.5842073,1713198897.8003373,0.21613,3
server-monitoring,1713198897.5832498,1713198897.9238522,0.3406,3
check-workers,1713198902.5815573,1713198902.69297,0.11141,3
server-monitoring,1713198902.5834477,1713198902.7982051,0.21476,3
check-workers,1713198907.581519,1713198907.6166563,0.03514,3
system-monitoring,1713198907.5836947,1713198907.748363,0.16467,3
server-monitoring,1713198907.5831518,1713198907.8027906,0.21964,3
check-workers,1713198912.5815022,1713198912.6809096,0.09941,3
server-monitoring,1713198912.583398,1713198912.781318,0.19792,3
check-workers,1713198917.5813465,1713198917.6153991,0.03405,3
aggregation-pipeline,1713198917.584213,1713198917.6877449,0.10353,3
system-monitoring,1713198917.583947,1713198917.8734019,0.28945,3
server-monitoring,1713198917.5830815,1713198917.995484,0.4124,3
check-workers,1713198922.581522,1713198922.6187344,0.03721,3
server-monitoring,1713198922.583471,1713198922.7576704,0.1742,3
check-workers,1713198927.5810354,1713198927.6262126,0.04518,3
model-pipeline,1713198927.5843875,1713198927.6402805,0.05589,3
data-pipeline,1713198927.5841367,1713198927.7346098,0.15047,3
update-pipeline,1713198927.584633,1713198927.7199907,0.13536,3
server-monitoring,1713198927.5828905,1713198927.9310303,0.34814,3
check-workers,1713198932.5813925,1713198932.6262136,0.04482,3
server-monitoring,1713198932.5831127,1713198932.7864797,0.20337,3
check-workers,1713198937.5819664,1713198937.6323602,0.05039,3
system-monitoring,1713198937.5854895,1713198937.7825103,0.19702,3
server-monitoring,1713198937.585123,1713198937.8582258,0.2731,3
check-workers,1713198942.5813653,1713198942.6349907,0.05363,3
server-monitoring,1713198942.5833218,1713198942.7747755,0.19145,3
check-workers,1713198947.5840378,1713198947.6837099,0.09967,3
system-monitoring,1713198947.5844436,1713198947.8314826,0.24704,3
server-monitoring,1713198947.58418,1713198947.9006736,0.31649,3
check-workers,1713198952.581675,1713198952.6426656,0.06099,3
server-monitoring,1713198952.5850592,1713198952.7811728,0.19611,3
system-monitoring,1713198957.5870745,1713198957.8685625,0.28149,3
data-pipeline,1713198957.5882344,1713198958.0072634,0.41903,3
server-monitoring,1713198957.5861075,1713198958.302105,0.716,3
check-workers,1713198962.5825922,1713198962.7430527,0.16046,3
server-monitoring,1713198962.5858214,1713198962.9283981,0.34258,3
update-pipeline,1713198967.5842228,1713198967.690973,0.10675,3
check-workers,1713198967.5835674,1713198967.7419739,0.15841,3
aggregation-pipeline,1713198967.588943,1713198967.7901042,0.20116,3
server-monitoring,1713198967.5837333,1713198967.9299757,0.34624,3
system-monitoring,1713198967.5839682,1713198967.9831095,0.39914,3
check-workers,1713198972.58118,1713198972.6192136,0.03803,3
server-monitoring,1713198972.582649,1713198972.7665598,0.18391,3
check-workers,1713198977.5814936,1713198977.6698065,0.08831,3
