name,date,time,cpu-percent,ram-percent,ram-total-bytes,ram-free-bytes,ram-used-bytes,disk-total-bytes,disk-free-bytes,disk-used-bytes,network-sent-bytes,network-received-bytes,network-packets-sent,network-packets-received,network-packets-sending-errors,network-packets-reciving-errors,network-packets-outgoing-dropped,network-packets-incoming-dropped,cycle
system,2024-04-15-16:41:27.587426,1713199287.5874898,45.1,62.7,16650469376,2509344768,9110736896,370490241024,94832517120,256762806272,246871704,189255713,40536,38387,0,0,0,0,4
system,2024-04-15-16:41:37.585493,1713199297.5855598,28.6,63.1,16650469376,2451066880,9151234048,370490241024,94831886336,256763437056,247336603,189640578,40841,38675,0,0,0,0,4
system,2024-04-15-16:41:47.584152,1713199307.5842338,19.0,62.8,16650469376,2501394432,9126404096,370490241024,94831390720,256763932672,247742968,189922207,41068,38898,0,0,0,0,4
system,2024-04-15-16:41:57.586572,1713199317.5866342,15.6,62.7,16650469376,2510168064,9116729344,370490241024,94830948352,256764375040,248108798,190207757,41284,39109,0,0,0,0,4
system,2024-04-15-16:42:07.585132,1713199327.5851939,14.8,62.6,16650469376,2515046400,9108615168,370490241024,94828941312,256766382080,249948147,191957083,42093,39912,0,0,0,0,5
system,2024-04-15-16:42:17.584237,1713199337.5842986,11.5,63.4,16650469376,2376290304,9230393344,370490241024,94812868608,256782454784,266040467,200067424,42861,40547,0,0,0,0,5
system,2024-04-15-16:42:27.588732,1713199347.5887985,23.1,63.5,16650469376,2357006336,9242935296,370490241024,94812676096,256782647296,266240731,200175260,43065,40742,0,0,0,0,5
system,2024-04-15-16:42:37.585447,1713199357.5855076,10.5,63.3,16650469376,2381291520,9229135872,370490241024,94812499968,256782823424,266470786,200312275,43302,40968,0,0,0,0,5
system,2024-04-15-16:42:47.585846,1713199367.5859008,14.8,63.4,16650469376,2375516160,9234350080,370490241024,94812303360,256783020032,266685418,200433052,43507,41164,0,0,0,0,5
system,2024-04-15-16:42:57.586894,1713199377.5870185,33.3,63.7,16650469376,2314428416,9298849792,370490241024,94812090368,256783233024,290516005,216519410,44710,42203,0,0,0,0,5
system,2024-04-15-16:43:07.584655,1713199387.5847101,12.7,63.8,16650469376,2325458944,9310203904,370490241024,94835200000,256760123392,290762062,216669237,44935,42420,0,0,0,0,5
system,2024-04-15-16:43:17.584899,1713199397.5849555,22.2,63.7,16650469376,2332413952,9302777856,370490241024,94834974720,256760348672,291000022,216810069,45141,42619,0,0,0,0,5
system,2024-04-15-16:43:27.585792,1713199407.5858688,47.6,63.9,16650469376,2313240576,9308770304,370490241024,94834753536,256760569856,291244401,216957585,45354,42820,0,0,0,0,5
system,2024-04-15-16:43:37.586234,1713199417.5862994,48.1,64.0,16650469376,2282008576,9352134656,370490241024,94834475008,256760848384,291526986,217146226,45596,43050,0,0,0,0,5
system,2024-04-15-16:43:47.584260,1713199427.5843189,37.5,64.1,16650469376,2278154240,9355485184,370490241024,94834229248,256761094144,291820346,217342213,45866,43300,0,0,0,0,5
system,2024-04-15-16:43:57.585247,1713199437.5853133,45.6,64.1,16650469376,2277896192,9359527936,370490241024,94833901568,256761421824,292084011,217508483,46077,43500,0,0,0,0,5
system,2024-04-15-16:44:07.588789,1713199447.5888555,49.4,64.1,16650469376,2276864000,9359798272,370490241024,94833627136,256761696256,292345748,217674330,46272,43679,0,0,0,0,5
system,2024-04-15-16:44:17.586346,1713199457.586427,72.2,64.2,16650469376,2257350656,9357279232,370490241024,94833131520,256762191872,292721110,217901631,46558,43959,0,0,0,0,5
system,2024-04-15-16:44:27.587495,1713199467.5875854,61.3,64.2,16650469376,2259419136,9359781888,370490241024,94832889856,256762433536,292984204,218066651,46741,44130,0,0,0,0,5
system,2024-04-15-16:44:37.584407,1713199477.5844638,10.1,64.0,16650469376,2267119616,9352318976,370490241024,94819852288,256775471104,293354488,218343298,47056,44433,0,0,0,0,5
system,2024-04-15-16:44:47.588701,1713199487.5887625,40.0,64.7,16650469376,2154676224,9409540096,370490241024,94819360768,256775962624,293663942,218558205,47302,44674,0,0,0,0,5
system,2024-04-15-16:44:57.584737,1713199497.5847917,14.1,64.4,16650469376,2195533824,9402945536,370490241024,94818824192,256776499200,294020955,218815840,47576,44941,0,0,0,0,5
